logtime	mic	cpu_user	cpuT	memT	totW
1458060491	mic1	98.80	75.00	55.00	178.00
1458060492	mic2	97.68	79.00	60.00	192.00
1458060493	mic3	97.02	66.00	44.00	172.00
1458060493	mic4	81.00	70.00	47.00	170.00
1458060494	mic5	94.36	74.00	53.00	177.00
1458060525	mic0	96.60	61.00	41.00	168.00
1458060526	mic1	90.63	74.00	55.00	187.00
1458060527	mic2	92.11	79.00	60.00	194.00
1458060528	mic3	77.43	66.00	44.00	170.00
1458060529	mic4	86.86	70.00	47.00	168.00
1458060530	mic5	88.32	74.00	53.00	176.00
1458060561	mic0	87.68	62.00	41.00	163.00
1458060562	mic1	90.43	73.00	55.00	179.00
1458060563	mic2	97.12	79.00	60.00	195.00
1458060564	mic3	98.14	65.00	44.00	178.00
1458060565	mic4	87.02	71.00	47.00	170.00
1458060566	mic5	90.16	74.00	53.00	172.00
1458060597	mic0	97.62	61.00	41.00	167.00
1458060598	mic1	91.58	74.00	55.00	177.00
1458060598	mic2	92.14	79.00	60.00	191.00
1458060599	mic3	98.73	65.00	44.00	173.00
1458060600	mic4	86.88	70.00	47.00	168.00
1458060601	mic5	77.85	74.00	53.00	175.00
1458060632	mic0	97.61	62.00	41.00	170.00
1458060633	mic1	98.67	75.00	55.00	179.00
1458060634	mic2	98.16	79.00	60.00	192.00
1458060635	mic3	74.84	65.00	44.00	172.00
1458060636	mic4	87.04	70.00	47.00	166.00
1458060637	mic5	74.00	73.00	53.00	171.00
1458060668	mic0	95.32	61.00	41.00	168.00
1458060669	mic1	89.80	74.00	55.00	180.00
1458060670	mic2	98.52	79.00	60.00	194.00
1458060671	mic3	92.63	65.00	44.00	169.00
1458060672	mic4	83.87	70.00	47.00	167.00
1458060673	mic5	93.57	75.00	53.00	172.00
1458060703	mic0	97.57	61.00	41.00	168.00
1458060704	mic1	98.00	74.00	55.00	175.00
1458060705	mic2	90.96	79.00	60.00	192.00
1458060706	mic3	88.97	65.00	44.00	167.00
1458060707	mic4	77.93	69.00	47.00	165.00
1458060708	mic5	98.79	75.00	53.00	175.00
1458060739	mic0	88.57	61.00	41.00	169.00
1458060740	mic1	98.67	75.00	55.00	175.00
1458060741	mic2	95.71	79.00	60.00	189.00
1458060742	mic3	93.33	65.00	44.00	173.00
1458060743	mic4	79.68	69.00	47.00	165.00
1458060744	mic5	98.80	75.00	53.00	178.00
1458060775	mic0	97.64	61.00	41.00	169.00
1458060776	mic1	93.59	75.00	55.00	181.00
1458060777	mic2	96.90	79.00	60.00	193.00
1458060778	mic3	98.49	66.00	44.00	173.00
1458060778	mic4	87.37	71.00	47.00	168.00
1458060779	mic5	91.17	73.00	53.00	171.00
1458060810	mic0	97.77	61.00	41.00	167.00
1458060811	mic1	91.57	75.00	55.00	175.00
1458060812	mic2	97.80	79.00	60.00	195.00
1458060813	mic3	96.83	65.00	44.00	174.00
1458060814	mic4	86.92	69.00	47.00	171.00
1458060815	mic5	98.51	75.00	53.00	174.00
1458060846	mic0	98.73	60.00	41.00	166.00
1458060847	mic1	86.64	75.00	55.00	181.00
1458060848	mic2	95.75	79.00	60.00	192.00
1458060849	mic3	99.04	66.00	44.00	173.00
1458060850	mic4	69.37	69.00	47.00	160.00
1458060851	mic5	82.95	74.00	54.00	174.00
1458060882	mic0	94.60	60.00	41.00	166.00
1458060883	mic1	96.08	75.00	55.00	181.00
1458060884	mic2	93.26	79.00	60.00	188.00
1458060884	mic3	96.65	67.00	44.00	173.00
1458060885	mic4	86.25	69.00	47.00	167.00
1458060886	mic5	97.80	74.00	53.00	174.00
1458060917	mic0	93.00	60.00	41.00	159.00
1458060918	mic1	98.13	74.00	55.00	178.00
1458060919	mic2	87.55	79.00	60.00	189.00
1458060920	mic3	86.84	65.00	44.00	177.00
1458060921	mic4	87.43	70.00	47.00	167.00
1458060922	mic5	96.82	74.00	53.00	171.00
1458060953	mic0	79.67	61.00	41.00	168.00
1458060954	mic1	96.72	74.00	55.00	177.00
1458060955	mic2	85.72	79.00	60.00	195.00
1458060956	mic3	96.28	65.00	44.00	173.00
1458060957	mic4	82.35	68.00	47.00	166.00
1458060958	mic5	87.48	73.00	53.00	171.00
1458060989	mic0	97.58	60.00	41.00	168.00
1458060990	mic1	99.03	74.00	55.00	177.00
1458060990	mic2	98.00	78.00	60.00	189.00
1458060991	mic3	97.35	65.00	44.00	167.00
1458060992	mic4	71.95	68.00	47.00	166.00
1458060993	mic5	98.07	74.00	53.00	173.00
1458061024	mic0	69.52	59.00	41.00	151.00
1458061025	mic1	94.43	74.00	55.00	176.00
1458061026	mic2	83.40	79.00	60.00	188.00
1458061027	mic3	97.16	65.00	43.00	169.00
1458061028	mic4	75.85	68.00	47.00	162.00
1458061029	mic5	91.66	73.00	53.00	173.00
1458061060	mic0	81.28	60.00	41.00	162.00
1458061061	mic1	93.29	74.00	55.00	178.00
1458061062	mic2	93.08	79.00	60.00	191.00
1458061063	mic3	89.51	65.00	43.00	171.00
1458061064	mic4	77.85	67.00	47.00	163.00
1458061065	mic5	89.36	73.00	53.00	167.00
1458061095	mic0	55.30	58.00	41.00	151.00
1458061096	mic1	92.35	75.00	55.00	176.00
1458061097	mic2	90.85	78.00	59.00	186.00
1458061098	mic3	82.40	65.00	43.00	167.00
1458061099	mic4	83.28	68.00	47.00	157.00
1458061100	mic5	97.45	74.00	53.00	176.00
1458061131	mic0	80.48	60.00	41.00	163.00
1458061132	mic1	97.50	74.00	55.00	180.00
1458061133	mic2	83.36	79.00	59.00	181.00
1458061134	mic3	86.61	66.00	43.00	164.00
1458061135	mic4	74.83	69.00	46.00	162.00
1458061136	mic5	97.27	74.00	53.00	173.00
1458061167	mic0	91.94	60.00	41.00	166.00
1458061168	mic1	65.50	74.00	55.00	169.00
1458061169	mic2	94.64	79.00	59.00	188.00
1458061170	mic3	96.36	66.00	43.00	170.00
1458061170	mic4	73.84	68.00	46.00	162.00
1458061171	mic5	98.82	74.00	53.00	175.00
1458061202	mic0	76.79	59.00	41.00	154.00
1458061203	mic1	95.20	75.00	55.00	173.00
1458061204	mic2	84.31	78.00	59.00	193.00
1458061205	mic3	84.11	64.00	43.00	161.00
1458061206	mic4	80.53	68.00	46.00	168.00
1458061207	mic5	97.24	74.00	53.00	174.00
1458061238	mic0	83.36	59.00	41.00	164.00
1458061239	mic1	88.44	73.00	55.00	176.00
1458061240	mic2	91.89	78.00	59.00	188.00
1458061241	mic3	82.12	64.00	43.00	166.00
1458061242	mic4	96.67	68.00	47.00	169.00
1458061243	mic5	95.42	73.00	53.00	172.00
1458061274	mic0	84.93	60.00	41.00	159.00
1458061275	mic1	90.00	74.00	55.00	175.00
1458061275	mic2	96.81	78.00	59.00	190.00
1458061276	mic3	91.28	65.00	43.00	170.00
1458061277	mic4	96.72	69.00	47.00	167.00
1458061278	mic5	92.22	73.00	53.00	168.00
1458061309	mic0	95.84	60.00	41.00	163.00
1458061310	mic1	87.24	73.00	55.00	178.00
1458061311	mic2	87.97	78.00	59.00	186.00
1458061312	mic3	92.32	66.00	43.00	172.00
1458061313	mic4	93.73	68.00	47.00	168.00
1458061314	mic5	95.06	75.00	53.00	175.00
1458061345	mic0	95.10	59.00	41.00	165.00
1458061346	mic1	91.35	74.00	55.00	172.00
1458061347	mic2	95.48	79.00	59.00	187.00
1458061348	mic3	95.30	66.00	43.00	168.00
1458061349	mic4	85.08	69.00	47.00	163.00
1458061350	mic5	96.78	75.00	53.00	171.00
1458061380	mic0	94.94	61.00	41.00	168.00
1458061381	mic1	90.62	74.00	55.00	172.00
1458061382	mic2	93.24	78.00	59.00	186.00
1458061383	mic3	97.48	65.00	43.00	170.00
1458061384	mic4	93.94	69.00	47.00	164.00
1458061385	mic5	96.43	74.00	53.00	176.00
1458061416	mic0	91.79	60.00	41.00	163.00
1458061417	mic1	94.85	74.00	55.00	176.00
1458061418	mic2	78.37	79.00	59.00	187.00
1458061419	mic3	95.74	65.00	43.00	173.00
1458061420	mic4	87.48	69.00	47.00	167.00
1458061421	mic5	86.73	74.00	53.00	166.00
1458061452	mic0	88.86	59.00	41.00	166.00
1458061453	mic1	78.31	74.00	55.00	173.00
1458061454	mic2	93.90	78.00	59.00	191.00
1458061455	mic3	90.23	65.00	43.00	170.00
1458061455	mic4	95.11	69.00	47.00	167.00
1458061456	mic5	88.63	73.00	53.00	170.00
1458061487	mic0	92.93	60.00	41.00	168.00
1458061488	mic1	84.75	74.00	55.00	173.00
1458061489	mic2	94.24	79.00	59.00	189.00
1458061490	mic3	81.61	65.00	43.00	171.00
1458061491	mic4	95.15	69.00	47.00	167.00
1458061492	mic5	94.13	74.00	53.00	169.00
1458061523	mic0	89.89	60.00	41.00	166.00
1458061524	mic1	91.66	74.00	55.00	175.00
1458061525	mic2	91.81	78.00	59.00	186.00
1458061526	mic3	98.35	65.00	43.00	169.00
1458061527	mic4	91.84	69.00	47.00	167.00
1458061528	mic5	90.76	74.00	53.00	172.00
1458061559	mic0	85.09	60.00	41.00	161.00
1458061560	mic1	82.50	73.00	55.00	174.00
1458061560	mic2	96.30	78.00	59.00	191.00
1458061561	mic3	92.79	65.00	43.00	168.00
1458061562	mic4	68.10	69.00	47.00	164.00
1458061563	mic5	85.42	73.00	53.00	167.00
1458061594	mic0	96.88	61.00	41.00	166.00
1458061595	mic1	65.87	73.00	55.00	168.00
1458061596	mic2	72.61	78.00	59.00	187.00
1458061597	mic3	90.77	64.00	43.00	167.00
1458061598	mic4	76.85	69.00	47.00	163.00
1458061599	mic5	94.67	74.00	53.00	167.00
1458061630	mic0	81.19	58.00	41.00	163.00
1458061631	mic1	63.26	73.00	55.00	168.00
1458061632	mic2	74.85	77.00	59.00	183.00
1458061633	mic3	72.56	64.00	43.00	161.00
1458061634	mic4	60.40	69.00	47.00	160.00
1458061635	mic5	62.55	73.00	53.00	161.00
1458061665	mic0	35.32	56.00	41.00	147.00
1458061666	mic1	11.98	70.00	54.00	135.00
1458061667	mic2	50.70	77.00	59.00	178.00
1458061668	mic3	27.68	61.00	43.00	148.00
1458061669	mic4	18.68	65.00	46.00	131.00
1458061670	mic5	11.44	67.00	52.00	126.00
1458061701	mic0	0.00	50.00	40.00	104.00
1458061702	mic1	0.00	64.00	52.00	110.00
1458061703	mic2	17.63	74.00	58.00	158.00
1458061704	mic3	0.00	55.00	42.00	109.00
1458061705	mic4	0.00	60.00	45.00	106.00
1458061706	mic5	0.00	66.00	51.00	109.00
1458061737	mic0	0.00	48.00	39.00	103.00
1458061738	mic1	0.00	62.00	51.00	112.00
1458061739	mic2	17.27	72.00	57.00	150.00
1458061740	mic3	0.00	54.00	41.00	109.00
1458061741	mic4	0.00	59.00	44.00	106.00
1458061742	mic5	0.00	63.00	50.00	108.00
1458061772	mic0	0.00	47.00	38.00	104.00
1458061773	mic1	0.00	62.00	49.00	110.00
1458061774	mic2	0.00	70.00	57.00	130.00
1458061775	mic3	0.00	52.00	40.00	109.00
1458061776	mic4	0.00	59.00	43.00	106.00
1458061777	mic5	0.00	64.00	49.00	108.00
1458061808	mic0	0.05	49.00	38.00	107.00
1458061809	mic1	2.06	63.00	49.00	127.00
1458061810	mic2	3.81	70.00	56.00	138.00
1458061811	mic3	29.61	55.00	40.00	147.00
1458061812	mic4	41.95	61.00	44.00	108.00
1458061813	mic5	10.42	65.00	50.00	111.00
1458061844	mic0	1.24	51.00	39.00	115.00
1458061845	mic1	26.72	66.00	50.00	160.00
1458061846	mic2	9.70	71.00	56.00	173.00
1458061847	mic3	0.86	56.00	41.00	137.00
1458061848	mic4	35.31	63.00	45.00	155.00
1458061848	mic5	16.30	68.00	50.00	156.00
1458061879	mic0	32.72	52.00	40.00	104.00
1458061880	mic1	36.48	65.00	51.00	113.00
1458061881	mic2	39.02	71.00	56.00	132.00
1458061882	mic3	0.00	56.00	42.00	111.00
1458061883	mic4	37.20	63.00	45.00	119.00
1458061884	mic5	1.26	67.00	51.00	121.00
1458061915	mic0	87.49	58.00	40.00	165.00
1458061916	mic1	65.09	70.00	52.00	172.00
1458061917	mic2	41.11	73.00	56.00	176.00
1458061918	mic3	97.06	61.00	42.00	168.00
1458061919	mic4	79.93	67.00	45.00	158.00
1458061920	mic5	83.63	71.00	51.00	167.00
1458061951	mic0	77.13	61.00	40.00	162.00
1458061952	mic1	94.49	74.00	53.00	177.00
1458061953	mic2	96.66	77.00	57.00	185.00
1458061954	mic3	97.90	64.00	42.00	170.00
1458061955	mic4	95.19	68.00	46.00	169.00
1458061956	mic5	98.47	73.00	52.00	174.00
1458061986	mic0	86.32	61.00	41.00	163.00
1458061987	mic1	94.78	75.00	54.00	183.00
1458061988	mic2	96.35	78.00	58.00	190.00
1458061989	mic3	96.31	65.00	43.00	167.00
1458061990	mic4	95.65	70.00	47.00	171.00
1458061991	mic5	96.81	73.00	52.00	175.00
1458062022	mic0	69.70	61.00	41.00	170.00
1458062023	mic1	94.54	74.00	55.00	180.00
1458062024	mic2	98.99	78.00	59.00	193.00
1458062025	mic3	98.98	66.00	43.00	172.00
1458062026	mic4	68.27	69.00	47.00	168.00
1458062027	mic5	98.09	74.00	53.00	176.00
1458062058	mic0	80.65	61.00	41.00	157.00
1458062059	mic1	92.71	75.00	55.00	182.00
1458062060	mic2	97.88	79.00	59.00	196.00
1458062061	mic3	99.72	65.00	43.00	175.00
1458062061	mic4	90.38	69.00	47.00	173.00
1458062062	mic5	82.35	74.00	53.00	166.00
1458062093	mic0	84.88	60.00	41.00	164.00
1458062094	mic1	85.14	74.00	55.00	179.00
1458062095	mic2	97.59	79.00	59.00	192.00
1458062096	mic3	98.54	66.00	43.00	177.00
1458062097	mic4	93.61	70.00	47.00	173.00
1458062098	mic5	95.71	74.00	53.00	171.00
1458062129	mic0	83.91	61.00	41.00	167.00
1458062130	mic1	87.63	75.00	55.00	174.00
1458062131	mic2	97.13	79.00	60.00	191.00
1458062132	mic3	95.24	65.00	43.00	174.00
1458062133	mic4	94.81	69.00	47.00	175.00
1458062134	mic5	92.69	74.00	53.00	171.00
1458062165	mic0	82.88	60.00	41.00	167.00
1458062166	mic1	92.32	74.00	55.00	175.00
1458062166	mic2	98.30	79.00	60.00	192.00
1458062167	mic3	97.68	66.00	44.00	176.00
1458062168	mic4	95.34	70.00	47.00	169.00
1458062169	mic5	96.97	74.00	53.00	174.00
1458062200	mic0	85.53	60.00	41.00	166.00
1458062201	mic1	71.53	74.00	55.00	176.00
1458062202	mic2	92.02	79.00	60.00	197.00
1458062203	mic3	92.60	66.00	43.00	173.00
1458062204	mic4	81.25	70.00	47.00	167.00
1458062205	mic5	86.37	74.00	53.00	178.00
1458062236	mic0	78.75	61.00	41.00	170.00
1458062237	mic1	94.66	74.00	55.00	176.00
1458062238	mic2	85.28	79.00	60.00	188.00
1458062239	mic3	86.67	65.00	44.00	175.00
1458062240	mic4	83.25	71.00	47.00	166.00
1458062241	mic5	99.57	74.00	53.00	176.00
1458062272	mic0	87.01	61.00	41.00	169.00
1458062272	mic1	94.57	74.00	55.00	170.00
1458062273	mic2	92.70	79.00	60.00	193.00
1458062274	mic3	98.99	66.00	44.00	173.00
1458062275	mic4	92.00	70.00	47.00	176.00
1458062276	mic5	90.38	74.00	54.00	174.00
1458062307	mic0	75.83	60.00	41.00	170.00
1458062308	mic1	94.77	75.00	55.00	181.00
1458062309	mic2	92.39	79.00	60.00	193.00
1458062310	mic3	86.11	66.00	43.00	176.00
1458062311	mic4	93.03	69.00	47.00	169.00
1458062312	mic5	86.04	74.00	54.00	171.00
1458062343	mic0	87.30	60.00	41.00	165.00
1458062344	mic1	94.22	74.00	55.00	174.00
1458062345	mic2	91.78	79.00	60.00	189.00
1458062346	mic3	94.35	66.00	43.00	173.00
1458062347	mic4	89.61	70.00	47.00	170.00
1458062347	mic5	83.49	72.00	54.00	169.00
1458062378	mic0	85.11	61.00	41.00	171.00
1458062379	mic1	94.25	76.00	55.00	183.00
1458062380	mic2	99.54	79.00	60.00	193.00
1458062381	mic3	98.80	65.00	44.00	171.00
1458062382	mic4	84.91	71.00	47.00	170.00
1458062383	mic5	98.99	73.00	54.00	173.00
1458062414	mic0	85.25	61.00	41.00	173.00
1458062415	mic1	60.33	75.00	55.00	172.00
1458062416	mic2	99.27	79.00	60.00	191.00
1458062417	mic3	99.32	66.00	44.00	173.00
1458062418	mic4	88.10	70.00	47.00	170.00
1458062419	mic5	88.22	75.00	54.00	171.00
1458062450	mic0	73.78	60.00	41.00	169.00
1458062451	mic1	76.29	74.00	55.00	173.00
1458062452	mic2	99.23	79.00	60.00	192.00
1458062453	mic3	92.82	64.00	44.00	169.00
1458062453	mic4	75.37	71.00	47.00	166.00
1458062454	mic5	98.16	73.00	54.00	175.00
1458062485	mic0	83.61	61.00	41.00	168.00
1458062486	mic1	91.44	74.00	55.00	178.00
1458062487	mic2	86.77	79.00	60.00	192.00
1458062488	mic3	95.25	65.00	44.00	173.00
1458062489	mic4	73.85	69.00	47.00	161.00
1458062490	mic5	98.77	74.00	54.00	174.00
1458062521	mic0	83.57	62.00	41.00	166.00
1458062522	mic1	93.19	75.00	55.00	175.00
1458062523	mic2	98.68	79.00	60.00	193.00
1458062524	mic3	97.77	66.00	44.00	173.00
1458062525	mic4	81.76	70.00	47.00	174.00
1458062526	mic5	96.89	74.00	54.00	175.00
1458062557	mic0	86.64	60.00	41.00	166.00
1458062558	mic1	85.79	75.00	55.00	178.00
1458062558	mic2	98.83	79.00	60.00	193.00
1458062559	mic3	98.15	66.00	44.00	174.00
1458062560	mic4	95.20	70.00	47.00	170.00
1458062561	mic5	77.17	74.00	54.00	178.00
1458062592	mic0	83.59	62.00	41.00	165.00
1458062593	mic1	95.68	74.00	55.00	177.00
1458062594	mic2	92.09	79.00	60.00	194.00
1458062595	mic3	96.99	67.00	44.00	175.00
1458062596	mic4	92.03	70.00	47.00	171.00
1458062597	mic5	86.08	73.00	54.00	178.00
1458062628	mic0	69.42	60.00	41.00	161.00
1458062629	mic1	96.75	75.00	55.00	177.00
1458062630	mic2	96.02	79.00	60.00	194.00
1458062631	mic3	97.64	66.00	44.00	177.00
1458062632	mic4	71.05	69.00	47.00	168.00
1458062633	mic5	98.93	75.00	54.00	177.00
1458062664	mic0	79.36	61.00	41.00	163.00
1458062664	mic1	97.42	75.00	55.00	179.00
1458062665	mic2	100.00	79.00	60.00	191.00
1458062666	mic3	70.34	65.00	44.00	158.00
1458062667	mic4	88.13	70.00	47.00	166.00
1458062668	mic5	98.81	74.00	54.00	177.00
1458062699	mic0	85.02	61.00	41.00	159.00
1458062700	mic1	99.03	75.00	55.00	175.00
1458062701	mic2	98.48	79.00	60.00	189.00
1458062702	mic3	91.51	66.00	44.00	172.00
1458062703	mic4	95.63	71.00	47.00	174.00
1458062704	mic5	98.08	74.00	54.00	175.00
1458062735	mic0	81.84	61.00	41.00	165.00
1458062736	mic1	98.86	75.00	55.00	178.00
1458062737	mic2	95.95	79.00	60.00	192.00
1458062738	mic3	96.60	66.00	43.00	173.00
1458062739	mic4	93.76	69.00	47.00	173.00
1458062739	mic5	98.31	74.00	54.00	179.00
1458062770	mic0	85.32	60.00	41.00	169.00
1458062771	mic1	95.92	74.00	55.00	177.00
1458062772	mic2	93.22	79.00	60.00	190.00
1458062773	mic3	88.58	64.00	43.00	169.00
1458062774	mic4	87.08	70.00	47.00	167.00
1458062775	mic5	92.74	75.00	54.00	174.00
1458062806	mic0	98.24	61.00	41.00	169.00
1458062807	mic1	90.87	75.00	55.00	179.00
1458062808	mic2	89.67	78.00	60.00	190.00
1458062809	mic3	94.28	66.00	43.00	169.00
1458062810	mic4	79.54	70.00	47.00	170.00
1458062811	mic5	98.54	75.00	54.00	173.00
1458062842	mic0	76.91	61.00	41.00	166.00
1458062843	mic1	99.25	74.00	55.00	183.00
1458062844	mic2	98.09	78.00	60.00	191.00
1458062844	mic3	97.40	66.00	43.00	173.00
1458062845	mic4	82.47	69.00	47.00	166.00
1458062846	mic5	98.20	74.00	53.00	173.00
1458062877	mic0	90.76	61.00	41.00	163.00
1458062878	mic1	97.43	74.00	55.00	180.00
1458062879	mic2	74.08	78.00	60.00	190.00
1458062880	mic3	99.23	66.00	44.00	175.00
1458062881	mic4	86.79	69.00	47.00	168.00
1458062882	mic5	94.82	74.00	53.00	176.00
1458062913	mic0	97.42	62.00	41.00	166.00
1458062914	mic1	95.47	74.00	55.00	182.00
1458062915	mic2	92.61	79.00	60.00	190.00
1458062916	mic3	99.43	65.00	44.00	175.00
1458062917	mic4	85.75	69.00	47.00	168.00
1458062918	mic5	99.22	74.00	53.00	174.00
1458062949	mic0	96.02	61.00	41.00	168.00
1458062949	mic1	90.91	75.00	55.00	180.00
1458062950	mic2	92.33	78.00	60.00	192.00
1458062951	mic3	98.61	67.00	44.00	176.00
1458062952	mic4	86.16	69.00	47.00	166.00
1458062953	mic5	87.05	74.00	53.00	174.00
1458062984	mic0	95.63	61.00	41.00	164.00
1458062985	mic1	94.76	74.00	56.00	172.00
1458062986	mic2	90.73	79.00	60.00	193.00
1458062987	mic3	95.76	66.00	44.00	174.00
1458062988	mic4	74.19	70.00	46.00	162.00
1458062989	mic5	97.88	73.00	53.00	174.00
1458063020	mic0	96.81	61.00	41.00	169.00
1458063021	mic1	98.06	74.00	56.00	182.00
1458063022	mic2	96.04	79.00	60.00	196.00
1458063023	mic3	97.52	66.00	44.00	176.00
1458063024	mic4	84.62	69.00	46.00	169.00
1458063024	mic5	96.59	73.00	53.00	175.00
1458063055	mic0	97.31	61.00	41.00	166.00
1458063056	mic1	98.44	74.00	55.00	178.00
1458063057	mic2	96.98	79.00	60.00	193.00
1458063058	mic3	86.98	67.00	44.00	176.00
1458063059	mic4	71.57	69.00	46.00	163.00
1458063060	mic5	84.96	73.00	53.00	172.00
1458063091	mic0	89.81	61.00	41.00	171.00
1458063092	mic1	99.04	75.00	55.00	176.00
1458063093	mic2	92.97	79.00	60.00	191.00
1458063094	mic3	81.77	65.00	44.00	169.00
1458063095	mic4	81.30	69.00	47.00	166.00
1458063096	mic5	93.65	73.00	53.00	173.00
1458063127	mic0	96.35	61.00	41.00	166.00
1458063128	mic1	93.04	75.00	56.00	179.00
1458063129	mic2	99.69	80.00	60.00	195.00
1458063129	mic3	98.05	66.00	44.00	174.00
1458063130	mic4	87.15	69.00	47.00	171.00
1458063131	mic5	98.08	73.00	53.00	168.00
1458063162	mic0	88.56	62.00	41.00	170.00
1458063163	mic1	98.08	74.00	55.00	184.00
1458063164	mic2	99.56	79.00	60.00	193.00
1458063165	mic3	95.31	65.00	44.00	175.00
1458063166	mic4	84.99	69.00	47.00	173.00
1458063167	mic5	99.17	73.00	53.00	175.00
1458063198	mic0	96.96	61.00	41.00	164.00
1458063199	mic1	90.75	74.00	55.00	183.00
1458063200	mic2	98.20	80.00	60.00	194.00
1458063201	mic3	97.29	66.00	44.00	173.00
1458063202	mic4	72.91	69.00	47.00	168.00
1458063203	mic5	84.76	73.00	53.00	168.00
1458063234	mic0	97.72	60.00	41.00	169.00
1458063235	mic1	96.88	75.00	55.00	177.00
1458063235	mic2	86.21	79.00	60.00	188.00
1458063236	mic3	98.43	67.00	44.00	174.00
1458063237	mic4	86.75	68.00	47.00	167.00
1458063238	mic5	92.89	73.00	53.00	173.00
1458063269	mic0	97.33	62.00	41.00	165.00
1458063270	mic1	64.48	73.00	55.00	164.00
1458063271	mic2	99.41	79.00	60.00	193.00
1458063272	mic3	95.20	65.00	44.00	173.00
1458063273	mic4	85.54	69.00	46.00	168.00
1458063274	mic5	95.79	73.00	53.00	170.00
1458063305	mic0	91.03	61.00	41.00	168.00
1458063306	mic1	99.81	74.00	55.00	171.00
1458063307	mic2	96.33	79.00	60.00	195.00
1458063308	mic3	93.23	66.00	44.00	172.00
1458063309	mic4	85.31	70.00	47.00	170.00
1458063310	mic5	97.02	73.00	53.00	175.00
1458063340	mic0	98.45	61.00	41.00	166.00
1458063341	mic1	98.57	75.00	56.00	185.00
1458063342	mic2	94.76	79.00	60.00	192.00
1458063343	mic3	89.55	64.00	44.00	172.00
1458063344	mic4	69.61	68.00	47.00	166.00
1458063345	mic5	97.80	73.00	53.00	174.00
1458063376	mic0	98.47	61.00	41.00	166.00
1458063377	mic1	98.17	75.00	55.00	178.00
1458063378	mic2	98.58	79.00	60.00	195.00
1458063379	mic3	98.54	66.00	44.00	173.00
1458063380	mic4	85.12	69.00	46.00	162.00
1458063381	mic5	97.99	74.00	53.00	168.00
1458063412	mic0	81.38	61.00	41.00	163.00
1458063413	mic1	99.17	75.00	55.00	179.00
1458063414	mic2	90.63	78.00	60.00	193.00
1458063415	mic3	86.27	65.00	44.00	169.00
1458063415	mic4	85.95	69.00	46.00	167.00
1458063416	mic5	97.23	73.00	53.00	172.00
1458063447	mic0	85.10	61.00	41.00	166.00
1458063448	mic1	97.31	75.00	55.00	180.00
1458063449	mic2	99.14	79.00	60.00	192.00
1458063450	mic3	96.07	65.00	43.00	174.00
1458063451	mic4	81.61	69.00	46.00	170.00
1458063452	mic5	86.62	73.00	52.00	171.00
1458063483	mic0	97.39	60.00	41.00	166.00
1458063484	mic1	98.57	74.00	55.00	178.00
1458063485	mic2	88.58	78.00	60.00	191.00
1458063486	mic3	91.70	65.00	43.00	168.00
1458063487	mic4	78.23	68.00	46.00	166.00
1458063488	mic5	92.54	72.00	52.00	167.00
1458063519	mic0	86.83	60.00	41.00	158.00
1458063520	mic1	97.45	74.00	55.00	179.00
1458063521	mic2	85.42	78.00	59.00	188.00
1458063521	mic3	98.13	64.00	43.00	169.00
1458063522	mic4	82.85	68.00	46.00	166.00
1458063523	mic5	98.24	73.00	52.00	169.00
1458063554	mic0	62.03	59.00	41.00	154.00
1458063555	mic1	84.57	75.00	55.00	172.00
1458063556	mic2	98.62	79.00	59.00	192.00
1458063557	mic3	96.81	65.00	43.00	169.00
1458063558	mic4	79.16	68.00	46.00	165.00
1458063559	mic5	87.81	71.00	52.00	166.00
1458063590	mic0	61.43	58.00	41.00	160.00
1458063591	mic1	95.18	74.00	55.00	179.00
1458063592	mic2	87.25	79.00	59.00	188.00
1458063593	mic3	81.77	65.00	43.00	169.00
1458063594	mic4	78.46	68.00	46.00	162.00
1458063595	mic5	98.28	73.00	52.00	173.00
1458063626	mic0	86.55	60.00	41.00	164.00
1458063626	mic1	94.15	75.00	55.00	170.00
1458063627	mic2	98.51	79.00	59.00	188.00
1458063628	mic3	97.58	64.00	43.00	167.00
1458063629	mic4	67.45	67.00	46.00	157.00
1458063630	mic5	96.90	72.00	52.00	169.00
1458063661	mic0	83.61	60.00	41.00	162.00
1458063662	mic1	98.55	75.00	55.00	176.00
1458063663	mic2	97.05	78.00	59.00	191.00
1458063664	mic3	67.58	65.00	43.00	171.00
1458063665	mic4	76.02	68.00	46.00	168.00
1458063666	mic5	96.94	71.00	52.00	168.00
1458063697	mic0	96.64	60.00	41.00	165.00
1458063698	mic1	96.83	75.00	55.00	175.00
