logtime	mic	cpu_user	cpuT	memT	totW
1458082178	mic1	0.00	60.00	47.00	105.00
1458082179	mic2	0.00	65.00	51.00	127.00
1458082180	mic3	0.00	52.00	38.00	108.00
1458082181	mic4	0.00	58.00	41.00	107.00
1458082181	mic5	0.00	63.00	47.00	107.00
1458082212	mic0	0.00	46.00	35.00	103.00
1458082213	mic1	0.00	60.00	47.00	109.00
1458082214	mic2	0.00	64.00	51.00	126.00
1458082215	mic3	0.00	51.00	38.00	108.00
1458082216	mic4	0.00	59.00	41.00	105.00
1458082217	mic5	0.00	64.00	47.00	106.00
1458082248	mic0	0.00	47.00	35.00	103.00
1458082249	mic1	0.00	60.00	47.00	110.00
1458082250	mic2	0.00	65.00	51.00	126.00
1458082251	mic3	0.00	51.00	38.00	108.00
1458082252	mic4	0.00	58.00	41.00	106.00
1458082253	mic5	0.00	63.00	47.00	106.00
1458082284	mic0	0.00	47.00	35.00	102.00
1458082285	mic1	0.00	60.00	47.00	108.00
1458082286	mic2	0.00	65.00	51.00	127.00
1458082287	mic3	0.00	52.00	38.00	109.00
1458082288	mic4	0.00	59.00	41.00	107.00
1458082289	mic5	0.00	63.00	47.00	105.00
1458082320	mic0	0.00	46.00	36.00	104.00
1458082320	mic1	0.00	60.00	47.00	109.00
1458082321	mic2	0.00	65.00	51.00	120.00
1458082322	mic3	0.00	52.00	38.00	108.00
1458082323	mic4	0.00	59.00	42.00	106.00
1458082324	mic5	0.00	63.00	47.00	108.00
1458082355	mic0	0.00	46.00	35.00	103.00
1458082356	mic1	0.00	61.00	47.00	110.00
1458082357	mic2	0.00	65.00	51.00	126.00
1458082358	mic3	0.00	51.00	38.00	108.00
1458082359	mic4	0.00	59.00	42.00	107.00
1458082360	mic5	0.00	63.00	47.00	106.00
1458082391	mic0	0.00	47.00	35.00	102.00
1458082392	mic1	0.00	61.00	47.00	109.00
1458082393	mic2	0.00	65.00	51.00	127.00
1458082394	mic3	0.00	52.00	38.00	108.00
1458082395	mic4	0.00	59.00	42.00	107.00
1458082396	mic5	0.00	64.00	47.00	105.00
1458082427	mic0	0.00	46.00	35.00	103.00
1458082427	mic1	0.00	61.00	47.00	110.00
1458082428	mic2	0.00	65.00	51.00	126.00
1458082429	mic3	0.00	52.00	38.00	108.00
1458082430	mic4	0.00	58.00	42.00	107.00
1458082431	mic5	0.00	64.00	47.00	106.00
1458082462	mic0	0.00	46.00	36.00	104.00
1458082463	mic1	0.00	61.00	47.00	108.00
1458082464	mic2	0.00	65.00	51.00	126.00
1458082465	mic3	0.00	52.00	38.00	102.00
1458082466	mic4	0.00	57.00	41.00	107.00
1458082467	mic5	0.00	63.00	47.00	107.00
1458082498	mic0	0.00	46.00	36.00	103.00
1458082499	mic1	0.00	61.00	47.00	104.00
1458082500	mic2	0.00	66.00	51.00	125.00
1458082501	mic3	0.00	51.00	38.00	108.00
1458082502	mic4	0.00	58.00	41.00	106.00
1458082503	mic5	0.00	64.00	47.00	109.00
1458082534	mic0	0.00	46.00	35.00	103.00
1458082535	mic1	0.00	60.00	47.00	109.00
1458082536	mic2	0.00	65.00	51.00	125.00
1458082537	mic3	0.00	52.00	38.00	108.00
1458082538	mic4	0.00	59.00	42.00	106.00
1458082539	mic5	0.00	62.00	47.00	107.00
1458082569	mic0	0.00	47.00	35.00	102.00
1458082570	mic1	0.00	61.00	47.00	110.00
1458082571	mic2	0.00	65.00	51.00	126.00
1458082572	mic3	0.00	52.00	38.00	108.00
1458082573	mic4	0.00	59.00	42.00	107.00
1458082574	mic5	0.00	64.00	47.00	106.00
1458082605	mic0	0.00	46.00	35.00	104.00
1458082606	mic1	0.00	61.00	47.00	109.00
1458082607	mic2	0.00	65.00	51.00	126.00
1458082608	mic3	0.00	52.00	38.00	108.00
1458082609	mic4	0.00	58.00	42.00	107.00
1458082610	mic5	0.00	63.00	47.00	106.00
1458082641	mic0	0.00	46.00	36.00	104.00
1458082642	mic1	0.00	61.00	47.00	109.00
1458082643	mic2	0.00	65.00	51.00	120.00
1458082644	mic3	0.00	52.00	38.00	108.00
1458082645	mic4	0.00	58.00	42.00	107.00
1458082646	mic5	0.00	64.00	47.00	106.00
1458082677	mic0	0.00	46.00	35.00	103.00
1458082678	mic1	0.00	61.00	47.00	109.00
1458082678	mic2	0.00	64.00	51.00	126.00
1458082679	mic3	0.00	52.00	38.00	108.00
1458082680	mic4	0.00	58.00	42.00	107.00
1458082681	mic5	0.00	63.00	47.00	105.00
1458082712	mic0	0.00	47.00	36.00	104.00
1458082713	mic1	0.00	61.00	47.00	110.00
1458082714	mic2	0.00	64.00	51.00	126.00
1458082715	mic3	0.00	52.00	38.00	108.00
1458082716	mic4	0.00	58.00	42.00	106.00
1458082717	mic5	0.00	62.00	47.00	106.00
1458082748	mic0	0.00	46.00	36.00	102.00
1458082749	mic1	0.00	60.00	47.00	110.00
1458082750	mic2	0.00	65.00	51.00	125.00
1458082751	mic3	0.00	51.00	38.00	108.00
1458082752	mic4	0.00	58.00	42.00	107.00
1458082753	mic5	0.00	65.00	47.00	107.00
1458082784	mic0	0.00	46.00	36.00	103.00
1458082785	mic1	0.00	61.00	47.00	109.00
1458082786	mic2	0.00	65.00	51.00	127.00
1458082787	mic3	0.00	52.00	38.00	102.00
1458082788	mic4	0.00	58.00	41.00	106.00
1458082789	mic5	0.00	63.00	47.00	107.00
1458082819	mic0	0.00	47.00	36.00	104.00
1458082820	mic1	0.00	60.00	47.00	105.00
1458082821	mic2	0.00	65.00	51.00	126.00
1458082822	mic3	0.00	52.00	38.00	108.00
1458082823	mic4	0.00	58.00	41.00	106.00
1458082824	mic5	0.00	64.00	47.00	106.00
1458082855	mic0	0.00	45.00	35.00	103.00
1458082856	mic1	0.00	60.00	47.00	109.00
1458082857	mic2	0.00	65.00	51.00	127.00
1458082858	mic3	0.00	53.00	38.00	107.00
1458082859	mic4	0.00	59.00	42.00	107.00
1458082860	mic5	0.00	63.00	47.00	105.00
1458082891	mic0	0.00	46.00	35.00	103.00
1458082892	mic1	0.00	61.00	47.00	111.00
1458082893	mic2	0.00	64.00	51.00	127.00
1458082894	mic3	0.00	52.00	38.00	108.00
1458082895	mic4	0.00	58.00	42.00	107.00
1458082896	mic5	0.00	63.00	47.00	107.00
1458082927	mic0	0.00	46.00	35.00	104.00
1458082928	mic1	0.00	60.00	47.00	109.00
1458082928	mic2	0.00	66.00	51.00	127.00
1458082930	mic3	0.00	52.00	38.00	108.00
1458082930	mic4	0.00	59.00	41.00	107.00
1458082931	mic5	0.00	63.00	47.00	107.00
1458082962	mic0	0.00	46.00	35.00	102.00
1458082963	mic1	0.00	61.00	47.00	110.00
1458082964	mic2	0.00	65.00	51.00	122.00
1458082965	mic3	0.00	52.00	38.00	108.00
1458082966	mic4	0.00	59.00	42.00	107.00
1458082967	mic5	0.00	63.00	47.00	107.00
1458082998	mic0	0.00	46.00	35.00	102.00
1458082999	mic1	0.00	60.00	47.00	110.00
1458083000	mic2	0.00	65.00	51.00	126.00
1458083001	mic3	0.00	53.00	38.00	108.00
1458083002	mic4	0.00	58.00	42.00	106.00
1458083003	mic5	0.00	63.00	47.00	107.00
1458083034	mic0	0.00	46.00	35.00	103.00
1458083035	mic1	0.00	61.00	47.00	109.00
1458083036	mic2	0.00	65.00	51.00	126.00
1458083036	mic3	0.00	52.00	38.00	107.00
1458083037	mic4	0.00	57.00	42.00	106.00
1458083038	mic5	0.00	64.00	47.00	107.00
1458083069	mic0	0.00	47.00	35.00	103.00
1458083070	mic1	0.00	60.00	47.00	109.00
1458083071	mic2	0.00	65.00	51.00	126.00
1458083072	mic3	0.00	53.00	38.00	109.00
1458083073	mic4	0.00	59.00	41.00	106.00
1458083074	mic5	0.00	63.00	47.00	107.00
1458083105	mic0	0.00	46.00	35.00	102.00
1458083106	mic1	0.00	60.00	47.00	108.00
1458083107	mic2	0.00	66.00	51.00	127.00
1458083108	mic3	0.00	52.00	38.00	105.00
1458083109	mic4	0.00	58.00	41.00	107.00
1458083110	mic5	0.00	63.00	47.00	108.00
1458083141	mic0	0.00	47.00	35.00	103.00
1458083142	mic1	0.00	61.00	47.00	104.00
1458083143	mic2	0.00	65.00	51.00	126.00
1458083144	mic3	0.00	51.00	38.00	108.00
1458083145	mic4	0.00	58.00	41.00	105.00
1458083146	mic5	0.00	63.00	47.00	106.00
1458083177	mic0	0.00	47.00	35.00	102.00
1458083177	mic1	0.00	60.00	47.00	108.00
1458083178	mic2	0.00	64.00	51.00	127.00
1458083179	mic3	0.00	51.00	38.00	108.00
1458083180	mic4	0.00	58.00	41.00	106.00
1458083181	mic5	0.00	64.00	47.00	106.00
1458083212	mic0	0.00	46.00	35.00	103.00
1458083213	mic1	0.00	59.00	47.00	109.00
1458083214	mic2	0.00	64.00	51.00	126.00
1458083215	mic3	0.00	52.00	38.00	107.00
1458083216	mic4	0.00	58.00	41.00	107.00
1458083217	mic5	0.00	63.00	47.00	107.00
1458083248	mic0	0.00	46.00	35.00	103.00
1458083249	mic1	0.00	60.00	47.00	109.00
1458083250	mic2	0.00	65.00	51.00	126.00
1458083251	mic3	0.00	52.00	38.00	109.00
1458083252	mic4	0.00	58.00	41.00	107.00
1458083253	mic5	0.00	64.00	47.00	108.00
1458083284	mic0	0.00	46.00	36.00	104.00
1458083285	mic1	0.00	61.00	47.00	109.00
1458083286	mic2	0.00	65.00	51.00	120.00
1458083286	mic3	0.00	51.00	38.00	108.00
1458083287	mic4	0.00	58.00	42.00	107.00
1458083288	mic5	0.00	64.00	47.00	106.00
1458083319	mic0	0.00	47.00	36.00	103.00
1458083320	mic1	0.00	60.00	47.00	110.00
1458083321	mic2	0.00	64.00	51.00	125.00
1458083322	mic3	0.00	52.00	38.00	107.00
1458083323	mic4	0.00	58.00	42.00	107.00
1458083324	mic5	0.00	64.00	47.00	106.00
1458083355	mic0	0.00	46.00	36.00	103.00
1458083356	mic1	0.00	60.00	47.00	110.00
1458083357	mic2	0.00	65.00	51.00	125.00
1458083358	mic3	0.00	52.00	38.00	108.00
1458083359	mic4	0.00	58.00	42.00	106.00
1458083360	mic5	0.00	62.00	47.00	106.00
1458083391	mic0	0.00	46.00	36.00	103.00
1458083392	mic1	0.00	61.00	47.00	110.00
1458083392	mic2	0.00	65.00	51.00	125.00
1458083393	mic3	0.00	52.00	38.00	109.00
1458083394	mic4	0.00	58.00	42.00	107.00
1458083395	mic5	0.00	64.00	47.00	107.00
1458083426	mic0	0.00	45.00	36.00	103.00
1458083427	mic1	0.00	59.00	47.00	110.00
1458083428	mic2	0.00	65.00	51.00	125.00
1458083429	mic3	0.00	52.00	38.00	102.00
1458083430	mic4	0.00	58.00	41.00	107.00
1458083431	mic5	0.00	62.00	47.00	106.00
1458083462	mic0	0.00	46.00	36.00	103.00
1458083463	mic1	0.00	60.00	47.00	104.00
1458083464	mic2	0.00	65.00	51.00	126.00
1458083465	mic3	0.00	52.00	38.00	108.00
1458083466	mic4	0.00	59.00	42.00	108.00
1458083467	mic5	0.00	64.00	47.00	106.00
1458083498	mic0	0.00	46.00	35.00	103.00
1458083499	mic1	0.00	60.00	47.00	109.00
1458083500	mic2	0.00	65.00	51.00	126.00
1458083501	mic3	0.00	52.00	38.00	108.00
1458083502	mic4	0.00	59.00	42.00	107.00
1458083503	mic5	0.00	64.00	47.00	106.00
1458083534	mic0	0.00	47.00	35.00	103.00
1458083534	mic1	0.00	61.00	47.00	109.00
1458083535	mic2	0.00	64.00	51.00	125.00
1458083536	mic3	0.00	52.00	38.00	108.00
1458083537	mic4	0.00	59.00	42.00	106.00
1458083538	mic5	0.00	64.00	47.00	106.00
1458083569	mic0	0.00	46.00	36.00	103.00
1458083570	mic1	0.00	60.00	47.00	109.00
1458083571	mic2	0.00	65.00	51.00	127.00
1458083572	mic3	0.00	52.00	38.00	109.00
1458083573	mic4	0.00	59.00	42.00	107.00
1458083574	mic5	0.00	64.00	47.00	106.00
1458083605	mic0	0.00	46.00	36.00	103.00
1458083606	mic1	0.00	61.00	47.00	108.00
1458083607	mic2	0.00	66.00	51.00	126.00
1458083608	mic3	0.00	52.00	38.00	108.00
1458083609	mic4	0.00	59.00	42.00	107.00
1458083610	mic5	0.00	63.00	47.00	105.00
1458083641	mic0	0.00	46.00	36.00	103.00
1458083641	mic1	0.00	60.00	47.00	111.00
1458083642	mic2	0.00	65.00	51.00	126.00
1458083643	mic3	0.00	52.00	38.00	109.00
1458083644	mic4	0.00	59.00	42.00	107.00
1458083645	mic5	0.00	63.00	47.00	105.00
1458083676	mic0	0.00	46.00	36.00	103.00
1458083677	mic1	0.00	59.00	47.00	109.00
1458083678	mic2	0.00	65.00	51.00	125.00
1458083679	mic3	0.00	52.00	38.00	108.00
1458083680	mic4	0.00	59.00	42.00	107.00
1458083681	mic5	0.00	64.00	47.00	106.00
1458083712	mic0	0.00	46.00	36.00	103.00
1458083713	mic1	0.00	60.00	47.00	110.00
1458083714	mic2	0.00	65.00	51.00	126.00
1458083715	mic3	0.00	51.00	38.00	109.00
1458083716	mic4	0.00	59.00	42.00	106.00
1458083717	mic5	0.00	64.00	47.00	107.00
1458083748	mic0	0.00	46.00	36.00	101.00
1458083749	mic1	0.00	61.00	47.00	110.00
1458083750	mic2	0.00	64.00	51.00	125.00
1458083751	mic3	0.00	51.00	38.00	102.00
1458083751	mic4	0.00	59.00	42.00	106.00
1458083752	mic5	0.00	63.00	47.00	106.00
1458083783	mic0	0.00	46.00	36.00	104.00
1458083784	mic1	0.00	61.00	47.00	109.00
1458083785	mic2	0.00	65.00	51.00	125.00
1458083786	mic3	0.00	51.00	38.00	108.00
1458083787	mic4	0.00	58.00	42.00	105.00
1458083788	mic5	0.00	64.00	47.00	108.00
1458083819	mic0	0.00	45.00	35.00	103.00
1458083820	mic1	0.00	62.00	47.00	110.00
1458083821	mic2	0.00	65.00	51.00	126.00
1458083822	mic3	0.00	51.00	38.00	108.00
1458083823	mic4	0.00	59.00	42.00	106.00
1458083824	mic5	0.00	64.00	47.00	107.00
1458083855	mic0	0.00	46.00	35.00	103.00
1458083856	mic1	0.00	61.00	47.00	110.00
1458083857	mic2	0.00	64.00	51.00	125.00
1458083858	mic3	0.00	52.00	38.00	108.00
1458083858	mic4	0.00	59.00	42.00	106.00
1458083859	mic5	0.00	62.00	47.00	107.00
1458083890	mic0	0.00	46.00	35.00	103.00
1458083891	mic1	0.00	60.00	47.00	109.00
1458083892	mic2	0.00	65.00	51.00	126.00
1458083893	mic3	0.00	52.00	38.00	109.00
1458083894	mic4	0.00	59.00	42.00	107.00
1458083895	mic5	0.00	64.00	47.00	108.00
1458083926	mic0	0.00	47.00	36.00	102.00
1458083927	mic1	0.00	61.00	47.00	109.00
1458083928	mic2	0.00	65.00	51.00	126.00
1458083929	mic3	0.00	51.00	38.00	108.00
1458083930	mic4	0.00	59.00	42.00	108.00
1458083931	mic5	0.00	63.00	47.00	107.00
1458083962	mic0	0.00	46.00	35.00	103.00
1458083963	mic1	0.00	60.00	47.00	109.00
1458083964	mic2	0.00	66.00	51.00	125.00
1458083965	mic3	0.00	51.00	38.00	109.00
1458083966	mic4	0.00	59.00	42.00	108.00
1458083966	mic5	0.00	63.00	47.00	106.00
1458083997	mic0	0.00	47.00	35.00	102.00
1458083998	mic1	0.00	61.00	47.00	110.00
1458083999	mic2	0.00	65.00	51.00	126.00
1458084000	mic3	0.00	51.00	38.00	108.00
1458084001	mic4	0.00	59.00	42.00	104.00
1458084002	mic5	0.00	63.00	47.00	106.00
1458084033	mic0	0.00	46.00	35.00	102.00
1458084034	mic1	0.00	61.00	47.00	111.00
1458084035	mic2	0.00	65.00	51.00	127.00
1458084036	mic3	0.00	52.00	38.00	109.00
1458084037	mic4	0.00	59.00	42.00	106.00
1458084038	mic5	0.00	63.00	47.00	107.00
1458084069	mic0	0.00	46.00	36.00	104.00
1458084070	mic1	0.00	61.00	47.00	109.00
1458084071	mic2	0.00	65.00	51.00	126.00
1458084072	mic3	0.00	53.00	38.00	108.00
1458084073	mic4	0.00	58.00	41.00	107.00
1458084074	mic5	0.00	63.00	47.00	107.00
1458084105	mic0	0.00	46.00	36.00	104.00
1458084105	mic1	0.00	60.00	47.00	110.00
1458084106	mic2	0.00	65.00	51.00	125.00
1458084107	mic3	0.00	52.00	38.00	108.00
1458084108	mic4	0.00	57.00	41.00	105.00
1458084109	mic5	0.00	64.00	47.00	108.00
1458084140	mic0	0.00	45.00	35.00	103.00
1458084141	mic1	0.00	60.00	47.00	109.00
1458084142	mic2	0.00	65.00	51.00	126.00
1458084143	mic3	0.00	51.00	38.00	108.00
1458084144	mic4	0.00	58.00	41.00	105.00
1458084145	mic5	0.00	63.00	47.00	106.00
1458084176	mic0	0.00	45.00	35.00	102.00
1458084177	mic1	0.00	61.00	47.00	111.00
1458084178	mic2	0.00	65.00	51.00	125.00
1458084179	mic3	0.00	52.00	38.00	108.00
1458084180	mic4	0.00	59.00	41.00	105.00
1458084181	mic5	0.00	63.00	47.00	105.00
1458084212	mic0	0.00	46.00	35.00	104.00
1458084213	mic1	0.00	59.00	47.00	109.00
1458084213	mic2	0.00	65.00	51.00	126.00
1458084214	mic3	0.00	52.00	38.00	108.00
1458084215	mic4	0.00	58.00	41.00	106.00
1458084216	mic5	0.00	64.00	47.00	102.00
1458084247	mic0	0.00	47.00	35.00	102.00
1458084248	mic1	0.00	61.00	47.00	109.00
1458084249	mic2	0.00	64.00	51.00	126.00
1458084250	mic3	0.00	51.00	38.00	108.00
1458084251	mic4	0.00	57.00	41.00	105.00
1458084252	mic5	0.00	64.00	47.00	108.00
1458084283	mic0	0.00	46.00	35.00	102.00
1458084284	mic1	0.00	60.00	47.00	109.00
1458084285	mic2	0.00	65.00	51.00	126.00
1458084286	mic3	0.00	52.00	38.00	107.00
1458084287	mic4	0.00	58.00	41.00	107.00
1458084288	mic5	0.00	64.00	47.00	106.00
1458084319	mic0	0.00	45.00	35.00	103.00
1458084320	mic1	0.00	60.00	47.00	110.00
1458084320	mic2	0.00	64.00	51.00	127.00
1458084321	mic3	0.00	51.00	38.00	108.00
1458084322	mic4	0.00	55.00	41.00	106.00
1458084323	mic5	0.00	63.00	47.00	106.00
1458084354	mic0	0.00	46.00	35.00	104.00
1458084355	mic1	0.00	61.00	47.00	108.00
1458084356	mic2	0.00	64.00	51.00	126.00
1458084357	mic3	0.00	52.00	38.00	108.00
1458084358	mic4	0.00	58.00	41.00	107.00
1458084359	mic5	0.00	64.00	47.00	107.00
1458084390	mic0	0.00	46.00	35.00	103.00
1458084391	mic1	0.00	60.00	47.00	109.00
1458084392	mic2	0.00	65.00	51.00	126.00
1458084393	mic3	0.00	52.00	38.00	108.00
1458084394	mic4	0.00	57.00	41.00	106.00
1458084395	mic5	0.00	64.00	47.00	106.00
1458084426	mic0	0.00	46.00	35.00	98.00
1458084427	mic1	0.00	61.00	47.00	110.00
1458084428	mic2	0.00	64.00	51.00	124.00
1458084429	mic3	0.00	52.00	38.00	107.00
1458084429	mic4	0.00	57.00	41.00	107.00
1458084430	mic5	0.00	64.00	47.00	109.00
1458084461	mic0	0.00	45.00	35.00	102.00
1458084462	mic1	0.00	61.00	47.00	110.00
1458084463	mic2	0.00	64.00	51.00	126.00
1458084464	mic3	0.00	52.00	38.00	108.00
1458084465	mic4	0.00	58.00	41.00	107.00
1458084466	mic5	0.00	63.00	47.00	107.00
1458084497	mic0	0.00	46.00	35.00	102.00
1458084498	mic1	0.00	60.00	47.00	111.00
1458084499	mic2	0.00	64.00	51.00	125.00
1458084500	mic3	0.00	52.00	38.00	107.00
1458084501	mic4	0.00	58.00	41.00	106.00
1458084502	mic5	0.00	64.00	47.00	106.00
1458084533	mic0	0.00	47.00	35.00	103.00
1458084534	mic1	0.00	60.00	47.00	109.00
1458084535	mic2	0.00	64.00	51.00	126.00
1458084536	mic3	0.00	52.00	38.00	109.00
1458084537	mic4	0.00	57.00	41.00	106.00
1458084537	mic5	0.00	64.00	47.00	102.00
1458084568	mic0	0.00	46.00	35.00	102.00
1458084569	mic1	0.00	61.00	47.00	109.00
1458084570	mic2	0.00	65.00	51.00	125.00
1458084571	mic3	0.00	51.00	38.00	108.00
1458084572	mic4	0.00	57.00	41.00	106.00
1458084573	mic5	0.00	63.00	47.00	107.00
1458084604	mic0	0.00	46.00	35.00	103.00
1458084605	mic1	0.00	61.00	47.00	110.00
1458084606	mic2	0.00	65.00	51.00	126.00
1458084607	mic3	0.00	52.00	38.00	108.00
1458084608	mic4	0.00	58.00	41.00	108.00
1458084609	mic5	0.00	64.00	47.00	106.00
1458084640	mic0	0.00	47.00	35.00	103.00
1458084641	mic1	0.00	60.00	47.00	110.00
1458084642	mic2	0.00	65.00	51.00	127.00
1458084643	mic3	0.00	52.00	38.00	108.00
1458084643	mic4	0.00	58.00	42.00	104.00
1458084645	mic5	0.00	63.00	47.00	106.00
1458084675	mic0	0.00	46.00	35.00	103.00
1458084676	mic1	0.00	60.00	47.00	109.00
1458084677	mic2	0.00	65.00	51.00	126.00
1458084678	mic3	0.00	52.00	38.00	108.00
1458084679	mic4	0.00	59.00	42.00	108.00
1458084680	mic5	0.00	64.00	47.00	106.00
1458084711	mic0	0.00	46.00	35.00	102.00
1458084712	mic1	0.00	61.00	47.00	110.00
1458084713	mic2	0.00	66.00	51.00	126.00
1458084714	mic3	0.00	51.00	38.00	108.00
1458084715	mic4	0.00	58.00	41.00	106.00
1458084716	mic5	0.00	63.00	47.00	106.00
1458084747	mic0	0.00	46.00	35.00	98.00
1458084748	mic1	0.00	61.00	47.00	110.00
1458084749	mic2	0.00	66.00	51.00	125.00
1458084750	mic3	0.00	51.00	38.00	108.00
1458084751	mic4	0.00	59.00	42.00	108.00
1458084752	mic5	0.00	63.00	47.00	106.00
1458084783	mic0	0.00	46.00	35.00	103.00
1458084784	mic1	0.00	61.00	47.00	110.00
1458084784	mic2	0.00	65.00	51.00	126.00
1458084785	mic3	0.00	52.00	38.00	108.00
1458084786	mic4	0.00	58.00	42.00	105.00
1458084787	mic5	0.00	64.00	47.00	107.00
1458084818	mic0	0.00	46.00	35.00	102.00
1458084819	mic1	0.00	60.00	47.00	110.00
1458084820	mic2	0.00	64.00	51.00	125.00
1458084821	mic3	0.00	52.00	38.00	108.00
1458084822	mic4	0.00	59.00	42.00	107.00
1458084823	mic5	0.00	64.00	47.00	106.00
1458084854	mic0	0.00	45.00	35.00	103.00
1458084855	mic1	0.00	60.00	47.00	110.00
1458084856	mic2	0.00	64.00	51.00	126.00
1458084857	mic3	0.00	53.00	38.00	108.00
1458084858	mic4	0.00	59.00	42.00	107.00
1458084859	mic5	0.00	64.00	47.00	103.00
1458084890	mic0	0.00	47.00	35.00	102.00
1458084891	mic1	0.00	61.00	47.00	109.00
1458084892	mic2	0.00	65.00	51.00	126.00
1458084893	mic3	0.00	52.00	38.00	108.00
1458084894	mic4	0.00	58.00	41.00	108.00
1458084894	mic5	0.00	63.00	47.00	107.00
1458084925	mic0	0.00	46.00	35.00	103.00
1458084926	mic1	0.00	61.00	47.00	109.00
1458084927	mic2	0.00	65.00	51.00	127.00
1458084928	mic3	0.00	51.00	38.00	107.00
1458084929	mic4	0.00	58.00	41.00	107.00
1458084930	mic5	0.00	63.00	47.00	107.00
1458084961	mic0	0.00	46.00	35.00	103.00
1458084962	mic1	0.00	60.00	47.00	110.00
1458084963	mic2	0.00	65.00	51.00	126.00
1458084964	mic3	0.00	52.00	38.00	108.00
1458084965	mic4	0.00	58.00	41.00	106.00
1458084966	mic5	0.00	64.00	47.00	107.00
1458084997	mic0	0.00	46.00	35.00	103.00
1458084998	mic1	0.00	60.00	47.00	110.00
1458084999	mic2	0.00	65.00	51.00	125.00
1458085000	mic3	0.00	51.00	38.00	109.00
1458085001	mic4	0.00	58.00	41.00	105.00
1458085002	mic5	0.00	63.00	47.00	106.00
1458085033	mic0	0.00	46.00	35.00	102.00
1458085034	mic1	0.00	60.00	47.00	110.00
1458085034	mic2	0.00	65.00	51.00	127.00
1458085035	mic3	0.00	52.00	38.00	108.00
1458085036	mic4	0.00	58.00	41.00	108.00
1458085037	mic5	0.00	64.00	47.00	106.00
1458085068	mic0	0.00	46.00	35.00	98.00
1458085069	mic1	0.00	61.00	47.00	111.00
1458085070	mic2	0.00	65.00	51.00	125.00
1458085071	mic3	0.00	51.00	38.00	108.00
1458085072	mic4	0.00	58.00	41.00	107.00
1458085073	mic5	0.00	64.00	47.00	106.00
1458085104	mic0	0.00	46.00	35.00	102.00
1458085105	mic1	0.00	60.00	47.00	110.00
1458085106	mic2	0.00	65.00	51.00	123.00
1458085107	mic3	0.00	51.00	38.00	108.00
1458085108	mic4	0.00	58.00	41.00	105.00
1458085109	mic5	0.00	64.00	47.00	107.00
1458085140	mic0	0.00	46.00	35.00	104.00
1458085141	mic1	0.00	61.00	47.00	109.00
1458085141	mic2	0.00	65.00	51.00	126.00
1458085142	mic3	0.00	51.00	38.00	109.00
1458085143	mic4	0.00	58.00	41.00	107.00
1458085144	mic5	0.00	64.00	47.00	107.00
1458085175	mic0	0.00	46.00	35.00	104.00
1458085176	mic1	0.00	61.00	47.00	109.00
1458085177	mic2	0.00	65.00	51.00	126.00
1458085178	mic3	0.00	53.00	38.00	108.00
1458085179	mic4	0.00	58.00	41.00	106.00
1458085180	mic5	0.00	63.00	47.00	100.00
1458085211	mic0	0.00	46.00	35.00	101.00
1458085212	mic1	0.00	61.00	47.00	111.00
1458085213	mic2	0.00	66.00	51.00	126.00
1458085214	mic3	0.00	52.00	38.00	108.00
1458085215	mic4	0.00	58.00	41.00	105.00
1458085216	mic5	0.00	62.00	47.00	106.00
1458085247	mic0	0.00	45.00	35.00	103.00
1458085248	mic1	0.00	61.00	47.00	109.00
1458085249	mic2	0.00	65.00	51.00	127.00
1458085250	mic3	0.00	53.00	38.00	108.00
1458085251	mic4	0.00	57.00	41.00	106.00
1458085252	mic5	0.00	63.00	47.00	106.00
1458085282	mic0	0.00	46.00	35.00	102.00
1458085283	mic1	0.00	61.00	47.00	110.00
1458085284	mic2	0.00	65.00	51.00	126.00
1458085285	mic3	0.00	51.00	38.00	109.00
1458085286	mic4	0.00	58.00	41.00	106.00
1458085287	mic5	0.00	62.00	47.00	108.00
1458085318	mic0	0.00	46.00	35.00	103.00
1458085319	mic1	0.00	61.00	47.00	110.00
1458085320	mic2	0.00	66.00	52.00	126.00
1458085321	mic3	0.00	52.00	38.00	109.00
1458085322	mic4	0.00	57.00	41.00	105.00
1458085323	mic5	0.00	64.00	47.00	106.00
1458085354	mic0	0.00	46.00	35.00	102.00
1458085355	mic1	0.00	61.00	47.00	109.00
1458085356	mic2	0.00	66.00	52.00	127.00
1458085357	mic3	0.00	52.00	38.00	108.00
1458085358	mic4	0.00	57.00	41.00	105.00
1458085359	mic5	0.00	63.00	46.00	107.00
1458085390	mic0	0.00	47.00	35.00	97.00
1458085391	mic1	0.00	60.00	47.00	110.00
1458085392	mic2	0.00	66.00	51.00	126.00
1458085392	mic3	0.00	52.00	38.00	108.00
1458085393	mic4	0.00	56.00	41.00	105.00
1458085394	mic5	0.00	63.00	47.00	106.00
1458085425	mic0	0.00	46.00	35.00	102.00
1458085426	mic1	0.00	61.00	47.00	111.00
1458085427	mic2	0.00	66.00	51.00	126.00
1458085428	mic3	0.00	53.00	38.00	108.00
1458085429	mic4	0.00	56.00	41.00	106.00
1458085430	mic5	0.00	62.00	47.00	106.00
1458085461	mic0	0.00	47.00	35.00	103.00
1458085462	mic1	0.00	61.00	47.00	110.00
1458085463	mic2	0.00	65.00	52.00	127.00
1458085464	mic3	0.00	52.00	38.00	109.00
1458085465	mic4	0.00	59.00	41.00	107.00
1458085466	mic5	0.00	63.00	47.00	107.00
1458085497	mic0	0.00	47.00	36.00	103.00
1458085498	mic1	0.00	61.00	48.00	108.00
