#time	mic	%cpu	cpuT	memT	totW
1457999519	mic2	0.00	65.00	52.00	125.00
1457999520	mic3	0.00	52.00	38.00	108.00
1457999521	mic4	0.00	58.00	42.00	107.00
1457999522	mic5	0.00	64.00	47.00	108.00
1457999583	mic0	0.00	46.00	36.00	103.00
1457999584	mic1	0.00	62.00	47.00	109.00
1457999585	mic2	0.00	65.00	51.00	126.00
1457999586	mic3	0.00	52.00	38.00	107.00
1457999587	mic4	0.00	57.00	42.00	106.00
1457999588	mic5	0.00	64.00	47.00	106.00
1457999649	mic0	0.00	46.00	36.00	103.00
1457999650	mic1	0.00	62.00	47.00	110.00
1457999651	mic2	0.00	66.00	51.00	126.00
1457999652	mic3	0.00	51.00	38.00	107.00
1457999653	mic4	0.00	58.00	42.00	107.00
1457999654	mic5	0.00	63.00	47.00	107.00
1457999714	mic0	0.00	46.00	36.00	104.00
1457999715	mic1	0.00	61.00	47.00	109.00
1457999716	mic2	0.00	66.00	51.00	127.00
1457999717	mic3	0.00	51.00	38.00	108.00
1457999718	mic4	0.00	58.00	41.00	106.00
1457999719	mic5	0.00	63.00	47.00	106.00
1457999780	mic0	0.00	47.00	36.00	102.00
1457999781	mic1	0.00	62.00	47.00	109.00
1457999782	mic2	0.00	66.00	52.00	126.00
1457999783	mic3	0.00	53.00	38.00	108.00
1457999784	mic4	0.00	57.00	42.00	106.00
1457999785	mic5	0.00	63.00	47.00	106.00
1457999846	mic0	0.00	46.00	36.00	103.00
1457999847	mic1	0.00	62.00	47.00	110.00
1457999848	mic2	0.00	65.00	51.00	126.00
1457999849	mic3	0.00	51.00	38.00	107.00
1457999850	mic4	0.00	57.00	42.00	106.00
1457999850	mic5	0.00	64.00	47.00	108.00
1457999911	mic0	0.00	47.00	36.00	104.00
1457999912	mic1	0.00	61.00	47.00	110.00
1457999913	mic2	0.00	65.00	52.00	127.00
1457999914	mic3	0.00	52.00	38.00	104.00
1457999915	mic4	0.00	57.00	42.00	105.00
1457999916	mic5	0.00	64.00	47.00	107.00
1457999977	mic0	0.00	46.00	36.00	102.00
1457999978	mic1	0.00	61.00	47.00	110.00
1457999979	mic2	0.00	66.00	52.00	125.00
1457999980	mic3	0.00	51.00	38.00	108.00
1457999981	mic4	0.00	58.00	41.00	106.00
1457999982	mic5	0.00	64.00	47.00	108.00
1458000043	mic0	0.00	46.00	36.00	104.00
1458000044	mic1	0.00	62.00	47.00	110.00
1458000045	mic2	0.00	65.00	51.00	125.00
1458000046	mic3	0.00	52.00	38.00	108.00
1458000047	mic4	0.00	58.00	42.00	108.00
1458000048	mic5	0.00	63.00	47.00	106.00
1458000109	mic0	0.00	46.00	36.00	103.00
1458000109	mic1	0.00	61.00	47.00	109.00
1458000110	mic2	0.00	65.00	51.00	126.00
1458000111	mic3	0.00	51.00	38.00	108.00
1458000112	mic4	0.00	56.00	42.00	107.00
1458000113	mic5	0.00	64.00	47.00	107.00
1458000174	mic0	0.00	45.00	36.00	102.00
1458000175	mic1	0.00	61.00	47.00	110.00
1458000176	mic2	0.00	66.00	51.00	125.00
1458000177	mic3	0.00	52.00	38.00	108.00
1458000178	mic4	0.00	58.00	42.00	107.00
1458000179	mic5	0.00	64.00	47.00	107.00
1458000240	mic0	0.00	46.00	36.00	104.00
1458000241	mic1	0.00	61.00	47.00	110.00
1458000242	mic2	0.00	65.00	52.00	125.00
1458000243	mic3	0.00	52.00	38.00	108.00
1458000244	mic4	0.00	58.00	42.00	106.00
1458000245	mic5	0.00	63.00	47.00	107.00
1458000306	mic0	0.00	46.00	36.00	102.00
1458000307	mic1	0.00	60.00	47.00	109.00
1458000308	mic2	0.00	65.00	51.00	127.00
1458000308	mic3	0.00	52.00	38.00	108.00
1458000309	mic4	0.00	57.00	42.00	107.00
1458000310	mic5	0.00	63.00	47.00	108.00
1458000371	mic0	0.00	45.00	36.00	103.00
1458000372	mic1	0.00	61.00	47.00	110.00
1458000373	mic2	0.00	66.00	51.00	125.00
1458000374	mic3	0.00	53.00	38.00	108.00
1458000375	mic4	0.00	58.00	42.00	106.00
1458000376	mic5	0.00	64.00	47.00	108.00
1458000437	mic0	0.00	46.00	35.00	102.00
1458000438	mic1	0.00	61.00	47.00	111.00
1458000439	mic2	0.00	66.00	51.00	125.00
1458000440	mic3	0.00	53.00	38.00	108.00
1458000441	mic4	0.00	58.00	42.00	106.00
1458000442	mic5	0.00	64.00	47.00	105.00
1458000503	mic0	0.00	46.00	35.00	103.00
1458000504	mic1	0.00	61.00	47.00	110.00
1458000504	mic2	0.00	66.00	51.00	125.00
1458000505	mic3	0.00	53.00	38.00	108.00
1458000506	mic4	0.00	56.00	41.00	104.00
1458000507	mic5	0.00	63.00	47.00	105.00
1458000568	mic0	0.00	46.00	36.00	103.00
1458000569	mic1	0.00	62.00	47.00	110.00
1458000570	mic2	0.00	65.00	51.00	127.00
1458000571	mic3	0.00	51.00	38.00	107.00
1458000572	mic4	0.00	55.00	41.00	107.00
1458000573	mic5	0.00	63.00	47.00	107.00
1458000634	mic0	0.00	46.00	36.00	103.00
1458000635	mic1	0.00	60.00	47.00	109.00
1458000636	mic2	0.00	65.00	51.00	126.00
1458000637	mic3	0.00	52.00	38.00	108.00
1458000638	mic4	0.00	58.00	41.00	107.00
1458000639	mic5	0.00	64.00	47.00	108.00
1458000700	mic0	0.00	46.00	35.00	103.00
1458000701	mic1	0.00	60.00	47.00	110.00
1458000701	mic2	0.00	66.00	51.00	126.00
1458000702	mic3	0.00	52.00	38.00	108.00
1458000703	mic4	0.00	55.00	41.00	105.00
1458000704	mic5	0.00	64.00	47.00	106.00
1458000765	mic0	0.00	46.00	35.00	102.00
1458000766	mic1	0.00	61.00	47.00	110.00
1458000767	mic2	0.00	65.00	51.00	127.00
1458000768	mic3	0.00	52.00	38.00	108.00
1458000769	mic4	0.00	55.00	41.00	105.00
1458000770	mic5	0.00	64.00	47.00	107.00
1458000831	mic0	0.00	46.00	36.00	103.00
1458000832	mic1	0.00	61.00	47.00	109.00
1458000833	mic2	0.00	65.00	51.00	126.00
1458000834	mic3	0.00	51.00	38.00	108.00
1458000835	mic4	0.00	58.00	41.00	107.00
1458000836	mic5	0.00	64.00	47.00	106.00
1458000897	mic0	0.00	46.00	36.00	104.00
1458000898	mic1	0.00	61.00	47.00	109.00
1458000899	mic2	0.00	64.00	51.00	127.00
1458000900	mic3	0.00	51.00	38.00	105.00
1458000900	mic4	0.00	58.00	42.00	107.00
1458000901	mic5	0.00	63.00	47.00	106.00
1458000962	mic0	0.00	46.00	36.00	103.00
1458000963	mic1	0.00	61.00	47.00	111.00
1458000964	mic2	0.00	66.00	51.00	126.00
1458000965	mic3	0.00	52.00	38.00	108.00
1458000966	mic4	0.00	57.00	42.00	106.00
1458000967	mic5	0.00	64.00	47.00	106.00
1458001028	mic0	0.00	46.00	36.00	102.00
1458001029	mic1	0.00	61.00	47.00	110.00
1458001030	mic2	0.00	65.00	51.00	126.00
1458001031	mic3	0.00	51.00	38.00	108.00
1458001032	mic4	0.00	58.00	42.00	107.00
1458001033	mic5	0.00	63.00	47.00	107.00
1458001094	mic0	0.00	47.00	36.00	103.00
1458001095	mic1	0.00	61.00	47.00	110.00
1458001096	mic2	0.00	66.00	51.00	123.00
1458001097	mic3	0.00	53.00	38.00	109.00
1458001098	mic4	0.00	57.00	42.00	106.00
1458001098	mic5	0.00	64.00	47.00	106.00
1458001159	mic0	0.00	45.00	36.00	102.00
1458001160	mic1	0.00	61.00	47.00	110.00
1458001161	mic2	0.00	66.00	52.00	126.00
1458001162	mic3	0.00	53.00	38.00	108.00
1458001163	mic4	0.00	58.00	42.00	108.00
1458001164	mic5	0.00	63.00	47.00	107.00
1458001225	mic0	0.00	46.00	35.00	103.00
1458001226	mic1	0.00	63.00	48.00	110.00
1458001227	mic2	0.00	66.00	52.00	127.00
1458001228	mic3	0.00	52.00	38.00	108.00
1458001229	mic4	0.00	57.00	42.00	107.00
1458001230	mic5	0.00	64.00	47.00	106.00
1458001291	mic0	0.00	46.00	36.00	103.00
1458001292	mic1	0.00	62.00	48.00	111.00
1458001293	mic2	0.00	66.00	52.00	127.00
1458001294	mic3	0.00	53.00	38.00	110.00
1458001295	mic4	0.00	58.00	41.00	106.00
1458001296	mic5	0.00	63.00	47.00	107.00
1458001357	mic0	0.00	47.00	36.00	102.00
1458001358	mic1	0.00	62.00	48.00	109.00
1458001358	mic2	0.00	66.00	52.00	127.00
1458001359	mic3	0.00	53.00	38.00	107.00
1458001360	mic4	0.00	59.00	41.00	107.00
1458001361	mic5	0.00	63.00	47.00	106.00
1458001422	mic0	0.00	46.00	36.00	103.00
1458001423	mic1	0.00	61.00	48.00	109.00
1458001424	mic2	0.00	67.00	52.00	128.00
1458001425	mic3	0.00	53.00	39.00	109.00
1458001426	mic4	0.00	58.00	41.00	106.00
1458001427	mic5	0.00	64.00	47.00	107.00
1458001488	mic0	0.00	46.00	36.00	102.00
1458001489	mic1	0.00	61.00	48.00	110.00
1458001490	mic2	0.00	67.00	52.00	128.00
1458001491	mic3	0.00	52.00	38.00	108.00
1458001492	mic4	0.00	58.00	41.00	105.00
1458001493	mic5	0.00	63.00	47.00	106.00
1458001554	mic0	0.00	46.00	36.00	103.00
1458001555	mic1	0.00	62.00	48.00	106.00
1458001555	mic2	0.00	65.00	52.00	125.00
1458001556	mic3	0.00	52.00	38.00	108.00
1458001557	mic4	0.00	56.00	41.00	106.00
1458001558	mic5	0.00	62.00	47.00	108.00
1458001619	mic0	0.00	46.00	36.00	103.00
1458001620	mic1	0.00	61.00	47.00	111.00
1458001621	mic2	0.00	66.00	52.00	126.00
1458001622	mic3	0.00	52.00	38.00	108.00
1458001623	mic4	0.00	57.00	41.00	107.00
1458001624	mic5	0.00	64.00	47.00	106.00
1458001685	mic0	0.00	45.00	35.00	104.00
1458001686	mic1	0.00	60.00	47.00	109.00
1458001687	mic2	0.00	65.00	51.00	127.00
1458001688	mic3	0.00	52.00	38.00	109.00
1458001689	mic4	0.00	59.00	41.00	107.00
1458001690	mic5	0.00	63.00	47.00	108.00
1458001751	mic0	0.00	47.00	35.00	103.00
1458001752	mic1	0.00	62.00	47.00	109.00
1458001753	mic2	0.00	65.00	51.00	126.00
1458001753	mic3	0.00	52.00	38.00	109.00
1458001754	mic4	0.00	58.00	41.00	107.00
1458001755	mic5	0.00	63.00	47.00	106.00
1458001816	mic0	0.00	46.00	36.00	103.00
1458001817	mic1	0.00	61.00	47.00	108.00
1458001818	mic2	0.00	65.00	51.00	126.00
1458001819	mic3	0.00	52.00	38.00	109.00
1458001820	mic4	0.00	57.00	41.00	105.00
1458001821	mic5	0.00	62.00	47.00	107.00
1458001882	mic0	0.00	47.00	36.00	103.00
1458001883	mic1	0.00	61.00	47.00	111.00
1458001884	mic2	0.00	65.00	51.00	126.00
1458001885	mic3	0.00	52.00	38.00	104.00
1458001886	mic4	0.00	58.00	41.00	105.00
1458001887	mic5	0.00	63.00	47.00	106.00
1458001948	mic0	0.00	45.00	36.00	103.00
1458001949	mic1	0.00	60.00	47.00	110.00
1458001949	mic2	0.00	65.00	51.00	125.00
1458001950	mic3	0.00	51.00	38.00	108.00
1458001951	mic4	0.00	59.00	41.00	104.00
1458001952	mic5	0.00	64.00	47.00	105.00
1458002013	mic0	0.00	46.00	36.00	103.00
1458002014	mic1	0.00	61.00	47.00	110.00
1458002015	mic2	0.00	65.00	51.00	123.00
1458002016	mic3	0.00	52.00	38.00	108.00
1458002017	mic4	0.00	58.00	42.00	106.00
1458002018	mic5	0.00	64.00	47.00	107.00
1458002079	mic0	0.00	46.00	36.00	98.00
1458002080	mic1	0.00	61.00	47.00	109.00
1458002081	mic2	0.00	65.00	51.00	126.00
1458002082	mic3	0.00	51.00	38.00	107.00
1458002083	mic4	0.00	57.00	41.00	106.00
1458002084	mic5	0.00	62.00	47.00	107.00
1458002145	mic0	0.00	46.00	36.00	102.00
1458002146	mic1	0.00	61.00	47.00	110.00
1458002147	mic2	0.00	65.00	51.00	127.00
1458002148	mic3	0.00	53.00	38.00	108.00
1458002149	mic4	0.00	58.00	42.00	107.00
1458002149	mic5	0.00	64.00	47.00	106.00
1458002210	mic0	0.00	47.00	36.00	103.00
1458002211	mic1	0.00	61.00	47.00	110.00
1458002212	mic2	0.00	65.00	51.00	127.00
1458002213	mic3	0.00	51.00	38.00	108.00
1458002214	mic4	0.00	58.00	42.00	107.00
1458002215	mic5	0.00	64.00	47.00	106.00
1458002276	mic0	0.00	46.00	36.00	103.00
1458002277	mic1	0.00	60.00	47.00	110.00
1458002278	mic2	0.00	66.00	51.00	121.00
1458002279	mic3	0.00	51.00	38.00	107.00
1458002280	mic4	0.00	59.00	42.00	105.00
1458002281	mic5	0.00	63.00	47.00	107.00
1458002342	mic0	0.00	47.00	36.00	103.00
1458002343	mic1	0.00	62.00	47.00	111.00
1458002344	mic2	0.00	66.00	51.00	126.00
1458002345	mic3	0.00	51.00	38.00	107.00
1458002346	mic4	0.00	58.00	42.00	105.00
1458002347	mic5	0.00	63.00	47.00	106.00
1458002407	mic0	0.00	46.00	36.00	103.00
1458002408	mic1	0.00	61.00	47.00	110.00
1458002409	mic2	0.00	65.00	51.00	126.00
1458002410	mic3	0.00	52.00	38.00	108.00
1458002411	mic4	0.00	58.00	42.00	107.00
1458002412	mic5	0.00	65.00	47.00	108.00
1458002473	mic0	0.00	47.00	36.00	103.00
1458002474	mic1	0.00	61.00	47.00	109.00
1458002475	mic2	0.00	65.00	52.00	126.00
1458002476	mic3	0.00	52.00	38.00	108.00
1458002477	mic4	0.00	59.00	42.00	107.00
1458002478	mic5	0.00	64.00	47.00	107.00
1458002539	mic0	0.00	46.00	36.00	103.00
1458002540	mic1	0.00	62.00	47.00	105.00
1458002541	mic2	0.00	66.00	52.00	126.00
1458002542	mic3	0.00	53.00	38.00	110.00
1458002543	mic4	0.00	59.00	42.00	106.00
1458002543	mic5	0.00	65.00	47.00	107.00
1458002604	mic0	0.00	46.00	36.00	104.00
1458002605	mic1	0.00	61.00	47.00	109.00
1458002606	mic2	0.00	65.00	51.00	127.00
1458002607	mic3	0.00	53.00	38.00	108.00
1458002608	mic4	0.00	56.00	41.00	105.00
1458002609	mic5	0.00	63.00	47.00	107.00
1458002670	mic0	0.00	46.00	35.00	104.00
1458002671	mic1	0.00	61.00	47.00	110.00
1458002672	mic2	0.00	65.00	51.00	126.00
1458002673	mic3	0.00	52.00	38.00	108.00
1458002674	mic4	0.00	57.00	41.00	105.00
1458002675	mic5	0.00	64.00	47.00	105.00
1458002736	mic0	0.00	46.00	35.00	103.00
1458002737	mic1	0.00	61.00	47.00	110.00
1458002738	mic2	0.00	65.00	51.00	126.00
1458002739	mic3	0.00	52.00	38.00	108.00
1458002740	mic4	0.00	58.00	41.00	107.00
1458002740	mic5	0.00	63.00	47.00	109.00
1458002801	mic0	0.00	46.00	35.00	103.00
1458002802	mic1	0.00	62.00	47.00	108.00
1458002803	mic2	0.00	65.00	51.00	126.00
1458002804	mic3	0.00	51.00	38.00	107.00
1458002805	mic4	0.00	58.00	41.00	105.00
1458002806	mic5	0.00	63.00	47.00	106.00
1458002867	mic0	0.00	46.00	36.00	103.00
1458002868	mic1	0.00	60.00	47.00	111.00
1458002869	mic2	0.00	65.00	51.00	125.00
1458002870	mic3	0.00	52.00	38.00	108.00
1458002871	mic4	0.00	58.00	41.00	105.00
1458002872	mic5	0.00	63.00	47.00	106.00
1458002933	mic0	0.00	45.00	35.00	102.00
1458002934	mic1	0.00	61.00	47.00	109.00
1458002935	mic2	0.00	65.00	51.00	125.00
1458002936	mic3	0.00	52.00	38.00	107.00
1458002936	mic4	0.00	58.00	41.00	107.00
1458002937	mic5	0.00	63.00	47.00	107.00
1458002998	mic0	0.00	45.00	36.00	103.00
1458002999	mic1	0.00	61.00	47.00	110.00
1458003000	mic2	0.00	65.00	51.00	126.00
1458003001	mic3	0.00	53.00	38.00	108.00
1458003002	mic4	0.00	58.00	41.00	107.00
1458003003	mic5	0.00	64.00	47.00	107.00
1458003064	mic0	0.00	46.00	36.00	102.00
1458003065	mic1	0.00	62.00	47.00	110.00
1458003066	mic2	0.00	65.00	51.00	124.00
1458003067	mic3	0.00	53.00	38.00	107.00
1458003068	mic4	0.00	58.00	42.00	106.00
1458003069	mic5	0.00	64.00	47.00	107.00
1458003130	mic0	0.00	46.00	36.00	103.00
1458003131	mic1	0.00	61.00	47.00	111.00
1458003132	mic2	0.00	66.00	51.00	126.00
1458003133	mic3	0.00	51.00	38.00	108.00
1458003134	mic4	0.00	58.00	42.00	106.00
1458003135	mic5	0.00	64.00	47.00	106.00
1458003196	mic0	0.00	46.00	36.00	103.00
1458003196	mic1	0.00	62.00	47.00	109.00
1458003197	mic2	0.00	67.00	51.00	126.00
1458003198	mic3	0.00	51.00	38.00	108.00
1458003199	mic4	0.00	57.00	42.00	106.00
1458003200	mic5	0.00	65.00	47.00	107.00
1458003261	mic0	0.00	47.00	36.00	102.00
1458003262	mic1	0.00	61.00	47.00	109.00
1458003263	mic2	0.00	66.00	52.00	126.00
1458003264	mic3	0.00	52.00	38.00	109.00
1458003265	mic4	0.00	57.00	42.00	107.00
1458003266	mic5	0.00	64.00	47.00	102.00
1458003327	mic0	0.00	47.00	36.00	103.00
1458003328	mic1	0.00	60.00	47.00	111.00
1458003329	mic2	0.00	65.00	51.00	127.00
1458003330	mic3	0.00	53.00	38.00	108.00
1458003331	mic4	0.00	57.00	41.00	105.00
1458003332	mic5	0.00	63.00	47.00	107.00
1458003393	mic0	0.00	45.00	35.00	102.00
1458003394	mic1	0.00	61.00	47.00	110.00
1458003395	mic2	0.00	65.00	51.00	126.00
1458003395	mic3	0.00	53.00	38.00	108.00
1458003396	mic4	0.00	58.00	41.00	107.00
1458003397	mic5	0.00	63.00	47.00	107.00
1458003458	mic0	0.00	46.00	35.00	104.00
1458003459	mic1	0.00	60.00	47.00	110.00
1458003460	mic2	0.00	65.00	51.00	125.00
1458003461	mic3	0.00	51.00	38.00	109.00
1458003462	mic4	0.00	58.00	41.00	107.00
1458003463	mic5	0.00	64.00	47.00	108.00
1458003524	mic0	0.00	46.00	36.00	103.00
1458003525	mic1	0.00	61.00	47.00	110.00
1458003526	mic2	0.00	66.00	51.00	127.00
1458003527	mic3	0.00	51.00	38.00	107.00
1458003528	mic4	0.00	56.00	42.00	106.00
1458003529	mic5	0.00	63.00	47.00	108.00
1458003590	mic0	0.00	46.00	36.00	102.00
1458003591	mic1	0.00	61.00	47.00	109.00
1458003591	mic2	0.00	65.00	51.00	126.00
1458003592	mic3	0.00	52.00	38.00	107.00
1458003593	mic4	0.00	58.00	41.00	105.00
1458003594	mic5	0.00	63.00	47.00	105.00
1458003655	mic0	0.00	45.00	35.00	102.00
1458003656	mic1	0.00	60.00	47.00	110.00
1458003657	mic2	0.00	66.00	51.00	126.00
1458003658	mic3	0.00	51.00	38.00	107.00
1458003659	mic4	0.00	57.00	41.00	106.00
1458003660	mic5	0.00	62.00	47.00	105.00
1458003721	mic0	0.00	45.00	35.00	102.00
1458003722	mic1	0.00	60.00	47.00	110.00
1458003723	mic2	0.00	66.00	51.00	126.00
1458003724	mic3	0.00	51.00	38.00	107.00
1458003725	mic4	0.00	58.00	41.00	105.00
1458003726	mic5	0.00	62.00	47.00	105.00
1458003787	mic0	0.00	45.00	35.00	102.00
1458003788	mic1	0.00	61.00	47.00	109.00
1458003789	mic2	0.00	65.00	51.00	127.00
1458003789	mic3	0.00	52.00	38.00	108.00
1458003790	mic4	0.00	57.00	41.00	106.00
1458003791	mic5	0.00	63.00	47.00	107.00
1458003852	mic0	0.00	46.00	35.00	103.00
1458003853	mic1	0.00	60.00	47.00	110.00
1458003854	mic2	0.00	65.00	51.00	126.00
1458003855	mic3	0.00	51.00	38.00	107.00
1458003856	mic4	0.00	58.00	41.00	106.00
1458003857	mic5	0.00	63.00	47.00	106.00
1458003918	mic0	0.00	45.00	35.00	102.00
1458003919	mic1	0.00	61.00	47.00	110.00
1458003920	mic2	0.00	66.00	51.00	125.00
1458003921	mic3	0.00	51.00	38.00	109.00
1458003922	mic4	0.00	57.00	41.00	107.00
1458003923	mic5	0.00	65.00	47.00	105.00
1458003984	mic0	0.00	46.00	35.00	102.00
1458003985	mic1	0.00	61.00	47.00	110.00
1458003985	mic2	0.00	66.00	51.00	125.00
1458003986	mic3	0.00	52.00	38.00	107.00
1458003987	mic4	0.00	58.00	41.00	104.00
1458003988	mic5	0.00	63.00	47.00	105.00
1458004049	mic0	0.00	46.00	35.00	104.00
1458004050	mic1	0.00	61.00	47.00	110.00
1458004051	mic2	0.00	64.00	51.00	124.00
1458004052	mic3	0.00	52.00	38.00	109.00
1458004053	mic4	0.00	57.00	41.00	107.00
1458004054	mic5	0.00	63.00	47.00	106.00
1458004115	mic0	0.00	46.00	35.00	103.00
1458004116	mic1	0.00	61.00	47.00	110.00
1458004117	mic2	0.00	65.00	51.00	127.00
1458004118	mic3	0.00	52.00	38.00	108.00
1458004119	mic4	0.00	58.00	41.00	106.00
1458004120	mic5	0.00	64.00	47.00	107.00
1458004181	mic0	0.00	46.00	35.00	102.00
1458004182	mic1	0.00	61.00	47.00	110.00
1458004183	mic2	0.00	66.00	51.00	126.00
1458004184	mic3	0.00	52.00	38.00	107.00
1458004185	mic4	0.00	59.00	41.00	107.00
1458004185	mic5	0.00	62.00	47.00	108.00
1458004246	mic0	0.00	46.00	35.00	103.00
1458004247	mic1	0.00	61.00	47.00	105.00
1458004248	mic2	0.00	66.00	51.00	126.00
1458004249	mic3	0.00	53.00	38.00	108.00
1458004250	mic4	0.00	57.00	42.00	106.00
1458004251	mic5	0.00	63.00	47.00	106.00
1458004312	mic0	0.00	46.00	35.00	103.00
1458004313	mic1	0.00	61.00	47.00	110.00
1458004314	mic2	0.00	65.00	51.00	125.00
1458004315	mic3	0.00	51.00	38.00	108.00
1458004316	mic4	0.00	58.00	41.00	105.00
1458004317	mic5	0.00	65.00	47.00	108.00
1458004378	mic0	0.00	47.00	35.00	104.00
1458004379	mic1	0.00	61.00	47.00	109.00
1458004380	mic2	0.00	66.00	51.00	125.00
1458004381	mic3	0.00	51.00	38.00	109.00
1458004382	mic4	0.00	58.00	41.00	105.00
1458004382	mic5	0.00	62.00	47.00	107.00
1458004443	mic0	0.00	46.00	35.00	104.00
1458004444	mic1	0.00	62.00	47.00	109.00
1458004445	mic2	0.00	67.00	51.00	125.00
1458004446	mic3	0.00	52.00	38.00	107.00
1458004447	mic4	0.00	58.00	41.00	107.00
1458004448	mic5	0.00	63.00	47.00	107.00
1458004509	mic0	0.00	46.00	35.00	103.00
1458004510	mic1	0.00	62.00	47.00	109.00
1458004511	mic2	0.00	66.00	51.00	125.00
1458004512	mic3	0.00	52.00	38.00	109.00
1458004513	mic4	0.00	58.00	41.00	106.00
1458004514	mic5	0.00	64.00	47.00	107.00
1458004575	mic0	0.00	45.00	35.00	98.00
1458004576	mic1	0.00	61.00	47.00	109.00
1458004577	mic2	0.00	65.00	51.00	126.00
1458004578	mic3	0.00	51.00	38.00	104.00
1458004579	mic4	0.00	58.00	41.00	107.00
1458004579	mic5	0.00	64.00	47.00	107.00
1458004640	mic0	0.00	45.00	35.00	102.00
1458004641	mic1	0.00	61.00	47.00	110.00
1458004642	mic2	0.00	65.00	51.00	125.00
1458004643	mic3	0.00	51.00	37.00	108.00
1458004644	mic4	0.00	58.00	41.00	107.00
1458004645	mic5	0.00	63.00	47.00	108.00
1458004706	mic0	0.00	46.00	35.00	103.00
1458004707	mic1	0.00	60.00	47.00	110.00
1458004708	mic2	0.00	66.00	51.00	126.00
1458004709	mic3	0.00	52.00	38.00	108.00
1458004710	mic4	0.00	58.00	41.00	106.00
1458004711	mic5	0.00	64.00	47.00	105.00
1458004772	mic0	0.00	46.00	35.00	102.00
1458004773	mic1	0.00	61.00	47.00	108.00
1458004774	mic2	0.00	66.00	51.00	126.00
1458004775	mic3	0.00	52.00	38.00	107.00
1458004776	mic4	0.00	57.00	41.00	106.00
1458004777	mic5	0.00	63.00	47.00	107.00
1458004838	mic0	0.00	46.00	35.00	102.00
1458004839	mic1	0.00	60.00	47.00	108.00
1458004839	mic2	0.00	65.00	51.00	125.00
1458004840	mic3	0.00	52.00	38.00	109.00
1458004841	mic4	0.00	56.00	41.00	106.00
1458004842	mic5	0.00	62.00	46.00	106.00
1458004903	mic0	0.00	45.00	35.00	103.00
1458004904	mic1	0.00	61.00	47.00	111.00
1458004905	mic2	0.00	65.00	51.00	125.00
1458004906	mic3	0.00	52.00	37.00	108.00
1458004907	mic4	0.00	57.00	41.00	105.00
1458004908	mic5	0.00	63.00	46.00	106.00
1458004969	mic0	0.00	46.00	35.00	103.00
1458004970	mic1	0.00	60.00	47.00	110.00
1458004971	mic2	0.00	66.00	51.00	124.00
1458004972	mic3	0.00	52.00	38.00	108.00
1458004973	mic4	0.00	58.00	41.00	105.00
1458004974	mic5	0.00	64.00	47.00	106.00
1458005035	mic0	0.00	45.00	35.00	103.00
1458005036	mic1	0.00	61.00	47.00	110.00
1458005037	mic2	0.00	65.00	51.00	125.00
1458005038	mic3	0.00	51.00	38.00	108.00
1458005038	mic4	0.00	57.00	41.00	106.00
1458005039	mic5	0.00	62.00	47.00	106.00
1458005100	mic0	0.00	46.00	35.00	102.00
1458005101	mic1	0.00	60.00	47.00	109.00
1458005102	mic2	0.00	64.00	51.00	127.00
1458005103	mic3	0.00	52.00	38.00	108.00
1458005104	mic4	0.00	56.00	41.00	105.00
1458005105	mic5	0.00	63.00	47.00	107.00
1458005166	mic0	0.00	46.00	35.00	104.00
1458005167	mic1	0.00	61.00	47.00	110.00
1458005168	mic2	0.00	65.00	51.00	126.00
1458005169	mic3	0.00	52.00	38.00	107.00
1458005170	mic4	0.00	57.00	41.00	106.00
1458005171	mic5	0.00	62.00	47.00	106.00
1458005232	mic0	0.00	46.00	35.00	103.00
1458005233	mic1	0.00	61.00	47.00	105.00
1458005234	mic2	0.00	66.00	51.00	126.00
1458005234	mic3	0.00	52.00	38.00	109.00
1458005235	mic4	0.00	57.00	41.00	106.00
1458005236	mic5	0.00	63.00	47.00	106.00
1458005297	mic0	0.00	45.00	35.00	102.00
1458005298	mic1	0.00	60.00	47.00	110.00
1458005299	mic2	0.00	65.00	51.00	126.00
1458005300	mic3	0.00	53.00	38.00	108.00
1458005301	mic4	0.00	55.00	41.00	106.00
1458005302	mic5	0.00	64.00	47.00	106.00
1458005363	mic0	0.00	46.00	35.00	102.00
1458005364	mic1	0.00	60.00	47.00	109.00
1458005365	mic2	0.00	66.00	51.00	125.00
1458005366	mic3	0.00	52.00	38.00	110.00
1458005367	mic4	0.00	57.00	41.00	106.00
1458005368	mic5	0.00	63.00	47.00	105.00
1458005429	mic0	0.00	46.00	35.00	104.00
1458005430	mic1	0.00	61.00	47.00	110.00
1458005431	mic2	0.00	65.00	51.00	126.00
1458005432	mic3	0.00	53.00	38.00	108.00
1458005432	mic4	0.00	58.00	41.00	106.00
1458005433	mic5	0.00	63.00	47.00	107.00
1458005494	mic0	0.00	46.00	35.00	103.00
1458005495	mic1	0.00	60.00	47.00	109.00
1458005496	mic2	0.00	66.00	51.00	127.00
1458005497	mic3	0.00	53.00	38.00	108.00
1458005498	mic4	0.00	56.00	41.00	105.00
1458005499	mic5	0.00	63.00	47.00	107.00
1458005560	mic0	0.00	45.00	35.00	102.00
1458005561	mic1	0.00	61.00	47.00	109.00
1458005562	mic2	0.00	66.00	51.00	126.00
1458005563	mic3	0.00	52.00	38.00	108.00
1458005564	mic4	0.00	56.00	41.00	106.00
1458005565	mic5	0.00	64.00	47.00	106.00
1458005626	mic0	0.00	45.00	35.00	106.00
1458005627	mic1	0.00	61.00	47.00	110.00
1458005628	mic2	0.00	66.00	51.00	127.00
