#time	mic	%cpu	cpuT	memT	totW
1457978515	mic4	0.04	64.00	46.00	112.00
1457978516	mic5	3.65	71.00	52.00	191.00
1457978577	mic0	0.02	53.00	40.00	108.00
1457978578	mic1	0.01	70.00	54.00	113.00
1457978579	mic2	0.06	72.00	57.00	143.00
1457978580	mic3	0.29	57.00	42.00	134.00
1457978581	mic4	0.00	63.00	46.00	108.00
1457978581	mic5	0.00	75.00	52.00	203.00
1457978642	mic0	0.00	62.00	40.00	202.00
1457978643	mic1	9.69	68.00	53.00	173.00
1457978644	mic2	0.37	70.00	57.00	134.00
1457978645	mic3	0.38	56.00	42.00	116.00
1457978646	mic4	0.34	62.00	46.00	114.00
1457978647	mic5	9.62	69.00	52.00	140.00
1457978708	mic0	9.71	54.00	40.00	164.00
1457978709	mic1	3.23	68.00	53.00	155.00
1457978710	mic2	0.34	73.00	58.00	137.00
1457978711	mic3	9.93	58.00	42.00	166.00
1457978712	mic4	9.49	67.00	45.00	200.00
1457978713	mic5	4.56	68.00	51.00	111.00
1457978774	mic0	7.78	57.00	40.00	210.00
1457978775	mic1	9.99	74.00	53.00	216.00
1457978776	mic2	9.79	72.00	57.00	186.00
1457978777	mic3	9.66	58.00	42.00	171.00
1457978777	mic4	0.35	61.00	45.00	114.00
1457978778	mic5	4.20	71.00	52.00	117.00
1457978839	mic0	9.37	56.00	41.00	169.00
1457978840	mic1	9.71	70.00	54.00	179.00
1457978841	mic2	9.87	74.00	58.00	187.00
1457978842	mic3	0.00	54.00	41.00	109.00
1457978843	mic4	0.00	67.00	46.00	198.00
1457978844	mic5	9.50	71.00	52.00	201.00
1457978905	mic0	0.00	62.00	41.00	204.00
1457978906	mic1	8.83	74.00	54.00	219.00
1457978907	mic2	8.13	80.00	60.00	173.00
1457978908	mic3	0.00	51.00	39.00	108.00
1457978909	mic4	0.00	73.00	49.00	205.00
1457978910	mic5	0.00	71.00	55.00	111.00
1457978971	mic0	0.00	64.00	43.00	211.00
1457978972	mic1	0.00	76.00	56.00	217.00
1457978973	mic2	0.00	66.00	55.00	126.00
1457978974	mic3	0.00	51.00	38.00	107.00
1457978975	mic4	0.00	60.00	46.00	108.00
1457978975	mic5	0.00	64.00	50.00	108.00
1457979036	mic0	0.00	56.00	43.00	106.00
1457979037	mic1	0.00	77.00	57.00	218.00
1457979038	mic2	0.00	63.00	52.00	125.00
1457979039	mic3	0.00	50.00	37.00	108.00
1457979040	mic4	0.00	59.00	44.00	106.00
1457979041	mic5	0.00	63.00	49.00	107.00
1457979102	mic0	0.00	47.00	38.00	103.00
1457979103	mic1	0.00	68.00	55.00	112.00
1457979104	mic2	0.00	62.00	50.00	123.00
1457979105	mic3	0.00	50.00	37.00	108.00
1457979106	mic4	0.00	58.00	43.00	106.00
1457979107	mic5	0.00	64.00	48.00	107.00
1457979168	mic0	0.00	48.00	37.00	105.00
1457979169	mic1	0.00	64.00	50.00	111.00
1457979170	mic2	0.00	64.00	50.00	124.00
1457979170	mic3	0.00	53.00	38.00	109.00
1457979171	mic4	0.00	56.00	43.00	106.00
1457979172	mic5	0.00	63.00	48.00	106.00
1457979233	mic0	0.00	48.00	37.00	104.00
1457979234	mic1	0.00	63.00	49.00	112.00
1457979235	mic2	0.00	66.00	51.00	126.00
1457979236	mic3	0.00	53.00	39.00	109.00
1457979237	mic4	0.00	58.00	42.00	107.00
1457979238	mic5	0.00	63.00	47.00	107.00
1457979299	mic0	0.00	47.00	37.00	104.00
1457979300	mic1	0.00	63.00	49.00	111.00
1457979301	mic2	0.00	67.00	52.00	128.00
1457979302	mic3	0.00	54.00	39.00	109.00
1457979303	mic4	0.00	59.00	42.00	106.00
1457979304	mic5	0.00	63.00	47.00	107.00
1457979365	mic0	0.01	52.00	38.00	127.00
1457979366	mic1	5.92	71.00	51.00	174.00
1457979367	mic2	3.79	71.00	54.00	156.00
1457979367	mic3	4.67	58.00	40.00	142.00
1457979368	mic4	0.28	63.00	44.00	132.00
1457979369	mic5	6.36	68.00	49.00	140.00
1457979430	mic0	2.40	53.00	39.00	135.00
1457979431	mic1	4.53	67.00	52.00	135.00
1457979432	mic2	3.98	72.00	55.00	160.00
1457979433	mic3	4.77	57.00	41.00	134.00
1457979434	mic4	1.34	64.00	45.00	138.00
1457979435	mic5	0.62	69.00	50.00	143.00
1457979496	mic0	8.37	52.00	39.00	130.00
1457979497	mic1	1.68	66.00	51.00	131.00
1457979498	mic2	1.72	70.00	55.00	145.00
1457979499	mic3	7.48	57.00	41.00	136.00
1457979500	mic4	6.69	63.00	44.00	120.00
1457979501	mic5	0.17	68.00	50.00	137.00
1457979562	mic0	9.90	52.00	38.00	139.00
1457979562	mic1	9.32	65.00	51.00	148.00
1457979563	mic2	6.87	70.00	55.00	156.00
1457979564	mic3	9.53	56.00	41.00	136.00
1457979565	mic4	8.20	62.00	44.00	121.00
1457979566	mic5	8.11	68.00	50.00	135.00
1457979627	mic0	5.80	54.00	39.00	134.00
1457979628	mic1	4.96	67.00	51.00	136.00
1457979629	mic2	0.28	72.00	56.00	158.00
1457979630	mic3	4.24	59.00	41.00	140.00
1457979631	mic4	4.88	64.00	45.00	145.00
1457979632	mic5	3.37	70.00	51.00	146.00
1457979693	mic0	0.25	53.00	39.00	141.00
1457979694	mic1	5.01	67.00	52.00	143.00
1457979695	mic2	6.97	72.00	56.00	160.00
1457979696	mic3	6.34	56.00	41.00	126.00
1457979697	mic4	0.52	64.00	45.00	135.00
1457979697	mic5	2.93	68.00	51.00	142.00
1457979758	mic0	9.64	49.00	39.00	115.00
1457979759	mic1	7.17	67.00	51.00	155.00
1457979760	mic2	5.85	70.00	56.00	162.00
1457979761	mic3	7.58	57.00	41.00	145.00
1457979762	mic4	0.00	61.00	45.00	107.00
1457979763	mic5	0.00	67.00	51.00	109.00
1457979824	mic0	4.50	49.00	38.00	113.00
1457979825	mic1	0.11	65.00	51.00	140.00
1457979826	mic2	4.40	69.00	55.00	131.00
1457979827	mic3	2.41	55.00	40.00	120.00
1457979828	mic4	0.12	61.00	44.00	121.00
1457979829	mic5	1.20	65.00	50.00	119.00
1457979890	mic0	8.68	59.00	39.00	168.00
1457979891	mic1	2.35	73.00	52.00	177.00
1457979892	mic2	8.37	76.00	56.00	188.00
1457979892	mic3	6.25	63.00	41.00	164.00
1457979893	mic4	8.67	68.00	45.00	170.00
1457979894	mic5	8.32	73.00	51.00	170.00
1457979955	mic0	8.49	59.00	40.00	170.00
1457979956	mic1	7.63	73.00	53.00	179.00
1457979957	mic2	5.77	78.00	57.00	183.00
1457979958	mic3	5.82	65.00	42.00	168.00
1457979959	mic4	0.63	68.00	45.00	163.00
1457979960	mic5	6.27	74.00	51.00	176.00
1457980021	mic0	2.52	58.00	40.00	158.00
1457980022	mic1	8.24	74.00	54.00	179.00
1457980023	mic2	4.74	78.00	58.00	191.00
1457980024	mic3	9.29	64.00	42.00	167.00
1457980025	mic4	7.89	68.00	46.00	167.00
1457980026	mic5	4.54	73.00	52.00	171.00
1457980087	mic0	0.91	58.00	40.00	164.00
1457980087	mic1	9.13	73.00	54.00	178.00
1457980088	mic2	7.75	77.00	58.00	182.00
1457980089	mic3	9.12	65.00	42.00	174.00
1457980090	mic4	6.56	68.00	46.00	168.00
1457980091	mic5	8.65	74.00	52.00	173.00
1457980152	mic0	5.78	59.00	40.00	169.00
1457980153	mic1	8.03	74.00	54.00	177.00
1457980154	mic2	8.67	78.00	58.00	189.00
1457980155	mic3	8.49	65.00	42.00	169.00
1457980156	mic4	8.95	68.00	46.00	169.00
1457980157	mic5	8.18	73.00	52.00	176.00
1457980218	mic0	7.21	59.00	40.00	166.00
1457980219	mic1	4.11	74.00	54.00	176.00
1457980220	mic2	7.52	77.00	58.00	184.00
1457980221	mic3	5.65	64.00	42.00	170.00
1457980222	mic4	9.09	67.00	46.00	171.00
1457980223	mic5	6.69	74.00	52.00	170.00
1457980283	mic0	7.05	60.00	40.00	170.00
1457980284	mic1	8.93	74.00	54.00	181.00
1457980285	mic2	8.23	78.00	58.00	190.00
1457980286	mic3	8.49	63.00	42.00	160.00
1457980287	mic4	8.34	68.00	46.00	170.00
1457980288	mic5	0.61	75.00	52.00	173.00
1457980349	mic0	9.68	59.00	40.00	159.00
1457980350	mic1	7.34	75.00	54.00	178.00
1457980351	mic2	4.91	78.00	59.00	188.00
1457980352	mic3	8.65	64.00	42.00	169.00
1457980353	mic4	1.86	68.00	46.00	167.00
1457980354	mic5	2.54	74.00	52.00	169.00
1457980415	mic0	9.31	60.00	40.00	167.00
1457980416	mic1	4.35	74.00	54.00	169.00
1457980417	mic2	9.10	78.00	59.00	192.00
1457980418	mic3	9.75	65.00	42.00	169.00
1457980418	mic4	7.70	68.00	46.00	169.00
1457980419	mic5	5.55	73.00	52.00	176.00
1457980480	mic0	7.44	60.00	40.00	162.00
1457980481	mic1	8.93	74.00	54.00	176.00
1457980482	mic2	4.89	78.00	58.00	193.00
1457980483	mic3	0.68	63.00	42.00	165.00
1457980484	mic4	4.60	69.00	46.00	167.00
1457980485	mic5	7.96	73.00	52.00	171.00
1457980546	mic0	7.16	59.00	40.00	166.00
1457980547	mic1	7.88	73.00	54.00	176.00
1457980548	mic2	6.39	77.00	58.00	188.00
1457980549	mic3	2.84	62.00	42.00	166.00
1457980550	mic4	6.00	67.00	46.00	170.00
1457980551	mic5	9.14	73.00	52.00	172.00
1457980612	mic0	6.35	59.00	40.00	158.00
1457980613	mic1	0.71	73.00	53.00	175.00
1457980613	mic2	8.68	77.00	58.00	187.00
1457980614	mic3	8.10	62.00	42.00	168.00
1457980615	mic4	9.08	68.00	46.00	172.00
1457980616	mic5	3.82	73.00	52.00	173.00
1457980677	mic0	8.78	60.00	40.00	170.00
1457980678	mic1	0.66	74.00	54.00	175.00
1457980679	mic2	2.55	77.00	58.00	192.00
1457980680	mic3	0.02	63.00	42.00	163.00
1457980681	mic4	9.13	69.00	46.00	170.00
1457980682	mic5	6.95	74.00	52.00	171.00
1457980743	mic0	8.82	60.00	40.00	166.00
1457980744	mic1	5.96	73.00	53.00	177.00
1457980745	mic2	1.43	77.00	58.00	188.00
1457980746	mic3	9.08	63.00	42.00	171.00
1457980747	mic4	8.41	68.00	46.00	168.00
1457980748	mic5	3.32	74.00	52.00	174.00
1457980808	mic0	6.08	60.00	40.00	161.00
1457980809	mic1	1.65	72.00	53.00	176.00
1457980810	mic2	3.07	77.00	58.00	190.00
1457980811	mic3	4.50	65.00	42.00	174.00
1457980812	mic4	4.38	68.00	46.00	168.00
1457980813	mic5	5.71	74.00	52.00	168.00
1457980874	mic0	2.12	59.00	40.00	166.00
1457980875	mic1	5.42	73.00	54.00	175.00
1457980876	mic2	1.94	77.00	58.00	186.00
1457980877	mic3	9.49	64.00	42.00	170.00
1457980878	mic4	2.23	68.00	46.00	166.00
1457980879	mic5	2.54	73.00	52.00	173.00
1457980940	mic0	9.20	61.00	40.00	167.00
1457980941	mic1	8.82	73.00	54.00	175.00
1457980942	mic2	4.16	77.00	58.00	186.00
1457980943	mic3	4.19	63.00	42.00	173.00
1457980943	mic4	6.01	67.00	46.00	168.00
1457980944	mic5	8.77	73.00	52.00	170.00
1457981005	mic0	0.88	58.00	40.00	161.00
1457981006	mic1	1.78	73.00	54.00	162.00
1457981007	mic2	2.46	77.00	58.00	188.00
1457981008	mic3	9.32	64.00	43.00	165.00
1457981009	mic4	8.02	66.00	46.00	161.00
1457981010	mic5	4.17	71.00	52.00	169.00
1457981071	mic0	5.23	55.00	40.00	139.00
1457981072	mic1	7.09	71.00	53.00	151.00
1457981073	mic2	7.57	76.00	58.00	172.00
1457981074	mic3	4.42	56.00	42.00	114.00
1457981075	mic4	8.90	63.00	45.00	127.00
1457981076	mic5	4.31	71.00	51.00	146.00
1457981137	mic0	0.00	47.00	38.00	104.00
1457981138	mic1	8.76	65.00	51.00	126.00
1457981138	mic2	7.54	73.00	56.00	159.00
1457981139	mic3	0.00	52.00	40.00	108.00
1457981140	mic4	0.00	56.00	43.00	105.00
1457981141	mic5	7.70	69.00	50.00	140.00
1457981202	mic0	0.00	48.00	37.00	103.00
1457981203	mic1	8.77	64.00	49.00	127.00
1457981204	mic2	0.00	68.00	54.00	122.00
1457981205	mic3	0.00	52.00	39.00	108.00
1457981206	mic4	0.00	54.00	41.00	106.00
1457981207	mic5	7.47	68.00	50.00	140.00
1457981268	mic0	7.63	52.00	37.00	138.00
1457981269	mic1	0.86	63.00	49.00	110.00
1457981270	mic2	8.50	67.00	53.00	129.00
1457981271	mic3	0.00	53.00	39.00	108.00
1457981272	mic4	4.99	59.00	41.00	138.00
1457981273	mic5	0.30	64.00	48.00	113.00
1457981333	mic0	3.71	53.00	39.00	142.00
1457981334	mic1	5.42	65.00	51.00	117.00
1457981335	mic2	9.61	69.00	54.00	162.00
1457981336	mic3	9.76	56.00	41.00	122.00
1457981337	mic4	0.05	60.00	43.00	109.00
1457981338	mic5	0.00	66.00	49.00	109.00
1457981399	mic0	6.64	59.00	39.00	166.00
1457981400	mic1	9.58	73.00	52.00	178.00
1457981401	mic2	8.72	75.00	56.00	190.00
1457981402	mic3	7.30	62.00	41.00	172.00
1457981403	mic4	6.68	68.00	44.00	166.00
1457981404	mic5	7.63	72.00	50.00	164.00
1457981465	mic0	8.22	60.00	40.00	170.00
1457981466	mic1	8.17	74.00	53.00	176.00
1457981467	mic2	3.26	77.00	57.00	191.00
1457981468	mic3	0.13	64.00	42.00	166.00
1457981469	mic4	6.76	68.00	45.00	166.00
1457981469	mic5	2.14	74.00	51.00	165.00
1457981530	mic0	8.04	59.00	40.00	162.00
1457981531	mic1	7.94	74.00	54.00	174.00
1457981532	mic2	4.14	78.00	58.00	187.00
1457981533	mic3	6.92	63.00	42.00	171.00
1457981534	mic4	5.50	67.00	45.00	160.00
1457981535	mic5	6.62	73.00	51.00	165.00
1457981596	mic0	2.63	58.00	40.00	155.00
1457981597	mic1	1.80	74.00	54.00	176.00
1457981598	mic2	4.36	77.00	58.00	179.00
1457981599	mic3	8.46	64.00	42.00	171.00
1457981600	mic4	7.60	68.00	45.00	169.00
1457981601	mic5	8.38	73.00	51.00	175.00
1457981662	mic0	6.32	58.00	40.00	162.00
1457981663	mic1	0.40	73.00	54.00	177.00
1457981664	mic2	9.75	77.00	58.00	186.00
1457981665	mic3	5.75	63.00	42.00	170.00
1457981665	mic4	5.69	68.00	46.00	168.00
1457981666	mic5	8.00	74.00	52.00	170.00
1457981727	mic0	8.28	59.00	40.00	166.00
1457981728	mic1	9.15	73.00	54.00	167.00
1457981729	mic2	6.63	78.00	58.00	185.00
1457981730	mic3	9.60	64.00	42.00	167.00
1457981731	mic4	8.21	68.00	46.00	173.00
1457981732	mic5	6.06	74.00	52.00	164.00
1457981793	mic0	4.39	59.00	40.00	163.00
1457981794	mic1	9.68	74.00	54.00	170.00
1457981795	mic2	9.76	78.00	58.00	188.00
1457981796	mic3	9.07	63.00	42.00	171.00
1457981797	mic4	9.02	68.00	46.00	169.00
1457981798	mic5	9.88	74.00	52.00	174.00
1457981859	mic0	7.02	58.00	40.00	164.00
1457981860	mic1	0.02	74.00	54.00	173.00
1457981860	mic2	3.85	77.00	59.00	178.00
1457981861	mic3	7.90	64.00	43.00	173.00
1457981862	mic4	8.89	68.00	46.00	170.00
1457981863	mic5	6.20	73.00	52.00	175.00
1457981924	mic0	8.51	59.00	40.00	166.00
1457981925	mic1	9.29	73.00	54.00	177.00
1457981926	mic2	8.29	78.00	59.00	188.00
1457981927	mic3	1.86	64.00	42.00	158.00
1457981928	mic4	0.15	68.00	46.00	168.00
1457981929	mic5	5.29	74.00	52.00	172.00
1457981990	mic0	3.09	60.00	40.00	168.00
1457981991	mic1	1.69	73.00	54.00	174.00
1457981992	mic2	7.43	77.00	59.00	191.00
1457981993	mic3	5.64	64.00	43.00	171.00
1457981994	mic4	6.89	67.00	46.00	166.00
1457981995	mic5	5.35	72.00	52.00	168.00
1457982055	mic0	7.36	60.00	40.00	170.00
1457982056	mic1	5.31	74.00	54.00	171.00
1457982057	mic2	5.75	78.00	59.00	190.00
1457982058	mic3	8.13	64.00	43.00	174.00
1457982059	mic4	9.49	67.00	46.00	160.00
1457982060	mic5	2.43	75.00	52.00	171.00
1457982121	mic0	7.38	59.00	40.00	165.00
1457982122	mic1	3.24	74.00	54.00	171.00
1457982123	mic2	8.98	79.00	59.00	191.00
1457982124	mic3	7.24	64.00	43.00	167.00
1457982125	mic4	2.50	68.00	46.00	167.00
1457982126	mic5	1.23	74.00	52.00	168.00
1457982187	mic0	6.29	59.00	40.00	170.00
1457982188	mic1	3.76	75.00	55.00	175.00
1457982189	mic2	7.20	78.00	59.00	184.00
1457982190	mic3	3.72	64.00	43.00	163.00
1457982190	mic4	8.62	67.00	46.00	166.00
1457982191	mic5	4.00	73.00	52.00	170.00
1457982252	mic0	6.11	59.00	40.00	167.00
1457982253	mic1	7.65	74.00	54.00	178.00
1457982254	mic2	3.44	79.00	59.00	185.00
1457982255	mic3	4.77	65.00	43.00	172.00
1457982256	mic4	7.20	68.00	46.00	169.00
1457982257	mic5	3.80	74.00	52.00	168.00
1457982318	mic0	2.59	60.00	40.00	170.00
1457982319	mic1	5.48	72.00	54.00	177.00
1457982320	mic2	7.17	77.00	58.00	186.00
1457982321	mic3	7.21	65.00	43.00	173.00
1457982322	mic4	7.69	69.00	46.00	164.00
1457982323	mic5	9.82	73.00	52.00	172.00
1457982384	mic0	8.16	60.00	40.00	170.00
1457982385	mic1	3.82	73.00	54.00	176.00
1457982386	mic2	2.75	78.00	58.00	190.00
1457982386	mic3	4.43	64.00	42.00	166.00
1457982387	mic4	4.22	68.00	46.00	163.00
1457982388	mic5	8.63	73.00	52.00	173.00
1457982449	mic0	7.67	60.00	40.00	164.00
1457982450	mic1	0.77	73.00	54.00	176.00
1457982451	mic2	6.37	77.00	58.00	186.00
1457982452	mic3	7.61	64.00	42.00	173.00
1457982453	mic4	4.60	67.00	46.00	167.00
1457982454	mic5	9.11	74.00	52.00	171.00
1457982515	mic0	7.10	59.00	40.00	166.00
1457982516	mic1	6.57	73.00	54.00	175.00
1457982517	mic2	8.31	77.00	58.00	190.00
1457982518	mic3	6.33	66.00	43.00	166.00
1457982519	mic4	5.06	68.00	46.00	166.00
1457982520	mic5	0.80	73.00	52.00	169.00
1457982581	mic0	5.78	60.00	40.00	170.00
1457982581	mic1	3.22	73.00	54.00	174.00
1457982582	mic2	7.64	78.00	58.00	187.00
1457982583	mic3	3.83	65.00	43.00	174.00
1457982584	mic4	3.53	68.00	46.00	166.00
1457982585	mic5	8.80	74.00	52.00	173.00
1457982646	mic0	2.04	60.00	40.00	166.00
1457982647	mic1	7.75	73.00	54.00	178.00
1457982648	mic2	9.49	78.00	58.00	190.00
1457982649	mic3	1.46	65.00	43.00	170.00
1457982650	mic4	4.82	69.00	46.00	167.00
1457982651	mic5	8.81	72.00	52.00	172.00
1457982712	mic0	5.68	60.00	40.00	165.00
1457982713	mic1	6.94	72.00	54.00	170.00
1457982714	mic2	8.83	77.00	58.00	194.00
1457982715	mic3	5.80	64.00	43.00	173.00
1457982716	mic4	9.76	67.00	46.00	159.00
1457982717	mic5	7.99	73.00	52.00	170.00
1457982778	mic0	1.87	60.00	40.00	169.00
1457982778	mic1	8.47	72.00	54.00	168.00
1457982779	mic2	1.52	78.00	59.00	187.00
1457982780	mic3	0.04	65.00	43.00	170.00
1457982781	mic4	9.47	67.00	46.00	166.00
1457982782	mic5	4.46	73.00	52.00	172.00
1457982843	mic0	7.26	59.00	40.00	165.00
1457982844	mic1	3.90	72.00	54.00	173.00
1457982845	mic2	7.84	78.00	59.00	190.00
1457982846	mic3	2.10	64.00	43.00	175.00
1457982847	mic4	1.75	67.00	46.00	165.00
1457982848	mic5	4.64	73.00	52.00	175.00
1457982909	mic0	0.63	59.00	40.00	158.00
1457982910	mic1	5.57	72.00	54.00	172.00
1457982911	mic2	3.63	78.00	59.00	190.00
1457982912	mic3	0.92	65.00	43.00	173.00
1457982913	mic4	4.57	68.00	46.00	164.00
1457982913	mic5	6.47	73.00	52.00	171.00
1457982974	mic0	7.50	60.00	40.00	169.00
1457982975	mic1	2.05	74.00	54.00	172.00
1457982976	mic2	7.09	78.00	59.00	190.00
1457982977	mic3	5.54	64.00	43.00	169.00
1457982978	mic4	9.15	67.00	46.00	167.00
1457982979	mic5	6.11	73.00	52.00	171.00
1457983040	mic0	9.35	60.00	40.00	166.00
1457983041	mic1	3.45	74.00	54.00	171.00
1457983042	mic2	0.90	78.00	59.00	190.00
1457983043	mic3	4.30	64.00	43.00	171.00
1457983044	mic4	7.43	68.00	46.00	170.00
1457983045	mic5	5.36	73.00	52.00	168.00
1457983106	mic0	4.12	60.00	40.00	162.00
1457983107	mic1	7.25	73.00	54.00	181.00
1457983108	mic2	8.44	77.00	59.00	183.00
1457983109	mic3	5.54	66.00	43.00	175.00
1457983109	mic4	8.93	69.00	46.00	165.00
1457983110	mic5	6.72	74.00	52.00	166.00
1457983171	mic0	2.15	59.00	40.00	162.00
1457983172	mic1	0.24	73.00	54.00	176.00
1457983173	mic2	1.85	78.00	59.00	192.00
1457983174	mic3	2.31	65.00	43.00	173.00
1457983175	mic4	6.97	68.00	46.00	167.00
1457983176	mic5	3.58	75.00	52.00	168.00
1457983237	mic0	6.76	59.00	40.00	161.00
1457983238	mic1	2.97	72.00	54.00	174.00
1457983239	mic2	5.19	78.00	59.00	179.00
1457983240	mic3	6.08	64.00	43.00	170.00
1457983241	mic4	1.49	68.00	46.00	167.00
1457983242	mic5	3.47	73.00	52.00	169.00
1457983303	mic0	0.73	58.00	40.00	169.00
1457983304	mic1	2.92	72.00	54.00	172.00
1457983304	mic2	0.39	77.00	58.00	190.00
1457983305	mic3	4.89	65.00	43.00	173.00
1457983306	mic4	3.20	68.00	46.00	157.00
1457983307	mic5	8.93	73.00	52.00	167.00
1457983368	mic0	6.81	56.00	40.00	147.00
1457983369	mic1	3.23	72.00	54.00	170.00
1457983370	mic2	4.62	76.00	58.00	187.00
1457983371	mic3	9.25	64.00	43.00	161.00
1457983372	mic4	4.28	67.00	46.00	146.00
1457983373	mic5	6.73	71.00	51.00	143.00
1457983434	mic0	0.00	48.00	38.00	104.00
1457983435	mic1	5.95	68.00	52.00	153.00
1457983436	mic2	3.44	75.00	57.00	160.00
1457983437	mic3	9.61	62.00	42.00	157.00
1457983438	mic4	0.00	60.00	44.00	106.00
1457983438	mic5	0.00	64.00	49.00	108.00
1457983499	mic0	0.00	47.00	37.00	103.00
1457983500	mic1	7.25	66.00	51.00	139.00
1457983501	mic2	6.24	73.00	56.00	158.00
1457983502	mic3	2.41	63.00	42.00	162.00
1457983503	mic4	0.00	59.00	43.00	108.00
1457983504	mic5	0.00	64.00	48.00	108.00
1457983565	mic0	0.00	47.00	37.00	104.00
1457983566	mic1	0.00	64.00	50.00	111.00
1457983567	mic2	0.00	69.00	55.00	129.00
1457983568	mic3	2.30	64.00	43.00	162.00
1457983569	mic4	0.00	58.00	43.00	107.00
1457983570	mic5	0.00	65.00	48.00	106.00
1457983631	mic0	0.00	47.00	37.00	104.00
1457983632	mic1	0.00	62.00	50.00	111.00
1457983633	mic2	0.00	68.00	54.00	128.00
1457983634	mic3	2.38	67.00	43.00	167.00
1457983635	mic4	0.00	58.00	42.00	106.00
1457983635	mic5	0.00	63.00	47.00	107.00
1457983696	mic0	0.00	47.00	37.00	104.00
1457983697	mic1	0.00	63.00	50.00	109.00
1457983698	mic2	0.00	68.00	54.00	129.00
1457983699	mic3	4.86	66.00	44.00	159.00
1457983700	mic4	0.00	58.00	42.00	107.00
1457983701	mic5	0.00	64.00	47.00	108.00
1457983762	mic0	0.00	48.00	37.00	104.00
1457983763	mic1	0.00	63.00	50.00	112.00
1457983764	mic2	0.00	67.00	54.00	127.00
1457983765	mic3	4.79	65.00	43.00	159.00
1457983766	mic4	0.00	59.00	42.00	106.00
1457983767	mic5	0.00	64.00	47.00	107.00
1457983828	mic0	0.00	48.00	37.00	104.00
1457983829	mic1	0.00	62.00	50.00	112.00
1457983830	mic2	0.00	67.00	54.00	126.00
1457983830	mic3	7.40	63.00	43.00	141.00
1457983831	mic4	0.00	60.00	42.00	106.00
1457983832	mic5	0.00	64.00	47.00	106.00
1457983893	mic0	0.05	49.00	37.00	107.00
1457983894	mic1	9.26	64.00	50.00	110.00
1457983895	mic2	0.06	69.00	54.00	127.00
1457983896	mic3	0.10	57.00	42.00	114.00
1457983897	mic4	8.58	61.00	43.00	108.00
1457983898	mic5	2.48	66.00	48.00	144.00
1457983959	mic0	0.83	51.00	38.00	118.00
1457983960	mic1	7.73	65.00	51.00	112.00
1457983961	mic2	7.97	71.00	55.00	174.00
1457983962	mic3	0.96	57.00	42.00	137.00
1457983963	mic4	8.35	61.00	44.00	108.00
1457983964	mic5	9.97	68.00	50.00	157.00
1457984025	mic0	4.24	59.00	39.00	165.00
1457984026	mic1	4.07	73.00	53.00	163.00
1457984026	mic2	9.46	77.00	57.00	191.00
1457984027	mic3	7.83	64.00	42.00	170.00
1457984028	mic4	5.95	69.00	45.00	169.00
1457984029	mic5	1.76	73.00	51.00	173.00
1457984090	mic0	6.56	58.00	40.00	163.00
1457984091	mic1	1.17	72.00	54.00	175.00
1457984092	mic2	8.47	78.00	58.00	189.00
1457984093	mic3	5.68	63.00	42.00	171.00
1457984094	mic4	4.22	68.00	46.00	170.00
1457984095	mic5	3.13	74.00	52.00	168.00
1457984156	mic0	8.35	60.00	40.00	169.00
1457984157	mic1	0.15	72.00	54.00	179.00
1457984158	mic2	7.53	78.00	58.00	192.00
1457984159	mic3	4.56	66.00	42.00	174.00
1457984160	mic4	0.81	68.00	46.00	167.00
1457984161	mic5	8.85	73.00	52.00	172.00
1457984222	mic0	4.58	60.00	40.00	164.00
1457984223	mic1	7.06	73.00	54.00	161.00
1457984223	mic2	1.85	78.00	58.00	188.00
1457984224	mic3	7.07	64.00	42.00	174.00
1457984225	mic4	6.82	69.00	46.00	167.00
1457984226	mic5	9.44	74.00	52.00	173.00
1457984287	mic0	3.91	61.00	40.00	168.00
1457984288	mic1	2.83	74.00	54.00	174.00
1457984289	mic2	4.58	78.00	59.00	188.00
1457984290	mic3	7.72	64.00	42.00	168.00
1457984291	mic4	0.62	68.00	46.00	175.00
1457984292	mic5	9.19	73.00	52.00	173.00
1457984353	mic0	3.98	59.00	40.00	172.00
1457984354	mic1	3.32	75.00	54.00	175.00
1457984355	mic2	9.72	78.00	59.00	191.00
1457984356	mic3	7.78	65.00	42.00	173.00
1457984357	mic4	0.98	69.00	46.00	164.00
1457984358	mic5	7.80	74.00	52.00	174.00
1457984419	mic0	7.99	59.00	40.00	170.00
1457984419	mic1	4.50	73.00	54.00	171.00
1457984420	mic2	8.43	78.00	59.00	189.00
1457984421	mic3	1.77	66.00	42.00	175.00
1457984422	mic4	1.91	69.00	46.00	168.00
1457984423	mic5	7.92	73.00	52.00	176.00
1457984484	mic0	4.69	60.00	40.00	169.00
1457984485	mic1	5.38	73.00	54.00	178.00
1457984486	mic2	8.74	78.00	58.00	188.00
1457984487	mic3	3.85	65.00	42.00	178.00
1457984488	mic4	8.15	70.00	46.00	173.00
1457984489	mic5	7.87	73.00	52.00	174.00
1457984550	mic0	2.80	59.00	40.00	161.00
1457984551	mic1	9.29	74.00	54.00	175.00
1457984552	mic2	7.25	77.00	58.00	189.00
1457984553	mic3	3.09	63.00	42.00	166.00
1457984554	mic4	7.46	68.00	46.00	168.00
1457984554	mic5	6.22	74.00	52.00	173.00
1457984615	mic0	8.69	61.00	40.00	169.00
1457984616	mic1	0.13	73.00	54.00	175.00
1457984617	mic2	7.89	78.00	58.00	188.00
1457984618	mic3	3.04	64.00	43.00	177.00
1457984619	mic4	7.68	68.00	46.00	170.00
